order_id,user_id,store_id,created_at,delivery_type,product_id,quantity,product_name,category_id,category_name,drink_type,temperature,has_caffeine,has_milk,weather_temp,weather_condition,humidity,hour,day_of_week,month
81,80,1,2025-11-28 23:49:44,takeaway,3,1,Cappuccino Đá,1,ESPRESSO,coffee,cold,1,1,28.7,Cloudy,79,23,4,11
50,23,6,2025-11-28 23:29:44,takeaway,20,1,Bạc Xỉu Caramel Muối,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,25.6,Cool,73,23,4,11
682,24,3,2025-11-28 22:24:44,delivery,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,28.9,Cloudy,77,22,4,11
8,8,1,2025-11-28 13:30:00,takeaway,13,3,Latte Classic,3,LATTE,coffee,cold,1,1,28.0,Unknown,75,13,4,11
8,8,1,2025-11-28 13:30:00,takeaway,21,1,Bạc Xỉu,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.0,Unknown,75,13,4,11
7,10,2,2025-11-28 10:20:00,delivery,7,2,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,28.0,Unknown,75,10,4,11
980,11,12,2025-11-28 07:33:44,takeaway,39,2,Trà Sữa Oolong Nướng Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,27.8,Sunny,80,7,4,11
980,11,12,2025-11-28 07:33:44,takeaway,51,2,Mochi Kem Trà Sữa Trân Châu,11,BÁNH NGỌT,food,cold,0,1,27.8,Sunny,80,7,4,11
980,11,12,2025-11-28 07:33:44,takeaway,3,1,Cappuccino Đá,1,ESPRESSO,coffee,cold,1,1,27.8,Sunny,80,7,4,11
62,64,7,2025-11-28 07:08:44,takeaway,4,1,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,27.7,Cloudy,71,7,4,11
618,150,11,2025-11-28 06:30:44,dine-in,6,2,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,24.8,Cloudy,73,6,4,11
618,150,11,2025-11-28 06:30:44,dine-in,60,2,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,24.8,Cloudy,73,6,4,11
1452,85,2,2025-11-28 04:59:44,takeaway,31,1,Matcha Latte Tây Bắc Sữa Yến Mạch (Nóng),7,MATCHA TÂY BẮC,tea,hot,0,1,24.3,Sunny,79,4,4,11
1092,104,8,2025-11-28 04:17:44,delivery,7,1,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,26.6,Sunny,78,4,4,11
875,85,7,2025-11-28 03:55:44,delivery,7,2,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,25.3,Cloudy,74,3,4,11
667,19,14,2025-11-28 03:22:44,takeaway,15,1,Latte Hazelnut,3,LATTE,coffee,cold,1,1,27.9,Cool,72,3,4,11
667,19,14,2025-11-28 03:22:44,takeaway,48,2,Matcha Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,27.9,Cool,72,3,4,11
680,45,1,2025-11-28 03:20:44,delivery,27,1,Cold Brew Truyền Thống,6,COLD BREW,coffee,cold,1,0,27.5,Cool,71,3,4,11
1036,72,8,2025-11-28 02:00:44,dine-in,7,1,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,28.6,Cool,76,2,4,11
1036,72,8,2025-11-28 02:00:44,dine-in,62,1,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,28.6,Cool,76,2,4,11
890,44,14,2025-11-27 20:57:44,takeaway,20,2,Bạc Xỉu Caramel Muối,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,27.1,Cloudy,73,20,3,11
41,54,3,2025-11-27 20:05:44,delivery,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,25.4,Cloudy,76,20,3,11
549,75,2,2025-11-27 19:34:44,delivery,35,1,Trà Đào Cam Sả - Nóng,8,TRÀ TRÁI CÂY,tea,hot,1,0,24.3,Cool,73,19,3,11
549,75,2,2025-11-27 19:34:44,delivery,61,2,Bánh Mì Que Pate Cột Đèn,12,BÁNH MẶN,food,hot,0,0,24.3,Cool,73,19,3,11
1194,118,3,2025-11-27 19:34:44,takeaway,25,2,Cà Phê Đen Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,0,25.8,Sunny,78,19,3,11
1194,118,3,2025-11-27 19:34:44,takeaway,22,2,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,25.8,Sunny,78,19,3,11
6,13,1,2025-11-27 15:45:00,takeaway,13,2,Latte Classic,3,LATTE,coffee,cold,1,1,28.0,Unknown,75,15,3,11
6,13,1,2025-11-27 15:45:00,takeaway,47,1,Butter Croissant Sữa Đặc,11,BÁNH NGỌT,food,room,0,1,28.0,Unknown,75,15,3,11
5,12,3,2025-11-27 11:00:00,dine-in,29,2,Matcha Latte Tây Bắc,7,MATCHA TÂY BẮC,tea,cold,0,1,28.0,Unknown,75,11,3,11
1339,153,2,2025-11-27 08:36:44,takeaway,5,2,Caramel Macchiato Đá,1,ESPRESSO,coffee,cold,1,1,25.2,Cool,76,8,3,11
1339,153,2,2025-11-27 08:36:44,takeaway,60,1,Bánh Mì Que Bò Nấm Xốt Bơ,12,BÁNH MẶN,food,hot,0,0,25.2,Cool,76,8,3,11
125,168,15,2025-11-27 05:57:44,dine-in,4,2,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,24.1,Cool,73,5,3,11
125,168,15,2025-11-27 05:57:44,dine-in,61,1,Bánh Mì Que Pate Cột Đèn,12,BÁNH MẶN,food,hot,0,0,24.1,Cool,73,5,3,11
1015,44,13,2025-11-27 05:12:44,dine-in,18,2,Frappe Chocochip,4,FRAPPE,chocolate,cold,0,1,24.9,Sunny,74,5,3,11
1015,44,13,2025-11-27 05:12:44,dine-in,61,2,Bánh Mì Que Pate Cột Đèn,12,BÁNH MẶN,food,hot,0,0,24.9,Sunny,74,5,3,11
1015,44,13,2025-11-27 05:12:44,dine-in,17,2,Frappe Matcha Tây Bắc,4,FRAPPE,tea,cold,0,1,24.9,Sunny,74,5,3,11
1048,77,10,2025-11-27 04:58:44,delivery,21,1,Bạc Xỉu,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,27.2,Cool,80,4,3,11
1066,32,6,2025-11-27 00:00:44,dine-in,38,1,Oolong Tứ Quý Sen,8,TRÀ TRÁI CÂY,tea,cold,1,1,27.3,Cool,76,0,3,11
443,163,6,2025-11-26 21:03:44,delivery,46,1,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,24.0,Cloudy,75,21,2,11
443,163,6,2025-11-26 21:03:44,delivery,59,1,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,24.0,Cloudy,75,21,2,11
1445,33,15,2025-11-26 20:42:44,dine-in,17,1,Frappe Matcha Tây Bắc,4,FRAPPE,tea,cold,0,1,24.1,Sunny,76,20,2,11
508,164,1,2025-11-26 19:33:44,delivery,26,2,Cà Phê Sữa Đá,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,26.1,Cloudy,72,19,2,11
508,164,1,2025-11-26 19:33:44,delivery,52,1,Mochi Kem Phúc Bồn Tử,11,BÁNH NGỌT,food,cold,0,1,26.1,Cloudy,72,19,2,11
282,82,8,2025-11-26 18:16:44,dine-in,42,1,Hồng Trà Sữa Trân Châu,9,TRÀ SỮA,tea,cold,1,1,28.2,Sunny,75,18,2,11
282,82,8,2025-11-26 18:16:44,dine-in,58,1,Butter Croissant,12,BÁNH MẶN,food,room,0,1,28.2,Sunny,75,18,2,11
4,8,1,2025-11-26 16:30:00,takeaway,13,1,Latte Classic,3,LATTE,coffee,cold,1,1,28.0,Unknown,75,16,2,11
3,11,2,2025-11-26 09:15:00,delivery,5,2,Caramel Macchiato Đá,1,ESPRESSO,coffee,cold,1,1,28.0,Unknown,75,9,2,11
3,11,2,2025-11-26 09:15:00,delivery,21,1,Bạc Xỉu,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.0,Unknown,75,9,2,11
676,144,9,2025-11-26 07:39:44,dine-in,10,1,A-Mê Thanh Yên,2,AMERICANO,coffee,cold,1,0,27.6,Cloudy,72,7,2,11
676,144,9,2025-11-26 07:39:44,dine-in,50,1,Mít Sấy,11,BÁNH NGỌT,food,room,0,0,27.6,Cloudy,72,7,2,11
1246,150,5,2025-11-26 07:38:44,takeaway,46,2,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,28.4,Cool,78,7,2,11
1002,23,4,2025-11-26 06:17:44,dine-in,4,2,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,27.1,Sunny,75,6,2,11
1002,23,4,2025-11-26 06:17:44,dine-in,59,2,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,27.1,Sunny,75,6,2,11
1231,111,15,2025-11-26 04:44:44,delivery,45,2,Chocolate Đá,10,CHOCOLATE,chocolate,cold,0,1,29.0,Cloudy,78,4,2,11
1231,111,15,2025-11-26 04:44:44,delivery,48,2,Matcha Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,29.0,Cloudy,78,4,2,11
1145,109,14,2025-11-26 03:43:44,delivery,8,2,A-Mê Đào,2,AMERICANO,coffee,cold,1,0,25.1,Sunny,80,3,2,11
1145,109,14,2025-11-26 03:43:44,delivery,55,2,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,25.1,Sunny,80,3,2,11
1146,42,8,2025-11-26 03:07:44,takeaway,8,1,A-Mê Đào,2,AMERICANO,coffee,cold,1,0,27.1,Sunny,78,3,2,11
280,151,12,2025-11-26 00:48:44,takeaway,22,1,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,24.5,Cool,73,0,2,11
201,24,8,2025-11-26 00:07:44,delivery,6,2,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,26.3,Cloudy,77,0,2,11
201,24,8,2025-11-26 00:07:44,delivery,47,2,Butter Croissant Sữa Đặc,11,BÁNH NGỌT,food,room,0,1,26.3,Cloudy,77,0,2,11
413,102,11,2025-11-25 23:37:44,takeaway,16,2,Latte Nóng,3,LATTE,coffee,hot,1,1,25.5,Cloudy,70,23,1,11
714,75,8,2025-11-25 18:55:44,takeaway,42,1,Hồng Trà Sữa Trân Châu,9,TRÀ SỮA,tea,cold,1,1,25.7,Cloudy,73,18,1,11
2,10,1,2025-11-25 14:20:00,takeaway,7,1,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,28.0,Unknown,75,14,1,11
2,10,1,2025-11-25 14:20:00,takeaway,29,1,Matcha Latte Tây Bắc,7,MATCHA TÂY BẮC,tea,cold,0,1,28.0,Unknown,75,14,1,11
1,8,1,2025-11-25 10:30:00,takeaway,13,2,Latte Classic,3,LATTE,coffee,cold,1,1,31.4,Moderate or heavy rain shower,75,10,1,11
1,8,1,2025-11-25 10:30:00,takeaway,47,1,Butter Croissant Sữa Đặc,11,BÁNH NGỌT,food,room,0,1,31.4,Moderate or heavy rain shower,75,10,1,11
229,159,4,2025-11-25 05:40:44,delivery,7,2,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,25.6,Sunny,78,5,1,11
229,159,4,2025-11-25 05:40:44,delivery,36,1,Trà Đào Cam Sả - Đá,8,TRÀ TRÁI CÂY,tea,cold,1,0,25.6,Sunny,78,5,1,11
1211,153,14,2025-11-25 05:25:44,dine-in,12,2,Latte Hạnh Nhân,3,LATTE,coffee,cold,1,1,26.8,Cool,78,5,1,11
1211,153,14,2025-11-25 05:25:44,dine-in,58,1,Butter Croissant,12,BÁNH MẶN,food,room,0,1,26.8,Cool,78,5,1,11
1060,49,5,2025-11-25 03:44:44,takeaway,35,2,Trà Đào Cam Sả - Nóng,8,TRÀ TRÁI CÂY,tea,hot,1,0,24.9,Sunny,75,3,1,11
1060,49,5,2025-11-25 03:44:44,takeaway,59,2,Bánh Mì Que Chà Bông Phô Mai Bơ Cay,12,BÁNH MẶN,food,hot,0,1,24.9,Sunny,75,3,1,11
1438,43,5,2025-11-25 01:22:44,delivery,4,2,Cappuccino Nóng,1,ESPRESSO,coffee,hot,1,1,24.7,Cool,71,1,1,11
1438,43,5,2025-11-25 01:22:44,delivery,62,2,Croissant trứng muối,12,BÁNH MẶN,food,hot,0,1,24.7,Cool,71,1,1,11
852,37,11,2025-11-25 00:56:44,dine-in,23,2,Cà Phê Đen Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,0,24.3,Cloudy,70,0,1,11
729,115,13,2025-11-25 00:06:44,dine-in,27,2,Cold Brew Truyền Thống,6,COLD BREW,coffee,cold,1,0,26.0,Sunny,75,0,1,11
1334,162,1,2025-11-24 23:54:44,dine-in,46,2,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,24.2,Sunny,78,23,0,11
1336,17,14,2025-11-24 21:51:44,takeaway,19,2,Bạc Xỉu Foam Dừa,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,26.2,Cloudy,75,21,0,11
1090,145,15,2025-11-24 21:42:44,takeaway,23,1,Cà Phê Đen Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,0,24.2,Sunny,71,21,0,11
1090,145,15,2025-11-24 21:42:44,takeaway,31,1,Matcha Latte Tây Bắc Sữa Yến Mạch (Nóng),7,MATCHA TÂY BẮC,tea,hot,0,1,24.2,Sunny,71,21,0,11
238,140,7,2025-11-24 19:09:44,dine-in,22,1,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,27.3,Sunny,70,19,0,11
1056,141,13,2025-11-24 08:41:44,dine-in,21,2,Bạc Xỉu,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.7,Sunny,70,8,0,11
1284,171,5,2025-11-24 08:16:44,takeaway,46,2,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,25.0,Cloudy,71,8,0,11
1284,171,5,2025-11-24 08:16:44,takeaway,57,2,Mousse Gấu Chocolate,11,BÁNH NGỌT,food,cold,0,1,25.0,Cloudy,71,8,0,11
521,51,12,2025-11-24 02:30:44,dine-in,7,2,A-Mê Classic,2,AMERICANO,coffee,cold,1,0,25.4,Cool,75,2,0,11
521,51,12,2025-11-24 02:30:44,dine-in,61,2,Bánh Mì Que Pate Cột Đèn,12,BÁNH MẶN,food,hot,0,0,25.4,Cool,75,2,0,11
521,51,12,2025-11-24 02:30:44,dine-in,69,2,Salad Cải Xoăn Xốt Yuzu,15,SALAD,food,cold,0,0,25.4,Cool,75,2,0,11
1156,115,13,2025-11-23 23:40:44,dine-in,1,2,Espresso Nóng,1,ESPRESSO,coffee,hot,1,0,24.4,Cloudy,70,23,6,11
1351,162,7,2025-11-23 20:59:44,dine-in,32,1,Matcha Latte Tây Bắc Sữa Yến Mạch,7,MATCHA TÂY BẮC,tea,cold,0,1,27.6,Cool,77,20,6,11
1351,162,7,2025-11-23 20:59:44,dine-in,55,2,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,27.6,Cool,77,20,6,11
202,130,3,2025-11-23 18:45:44,dine-in,33,1,Matcha Latte,7,MATCHA TÂY BẮC,tea,cold,0,1,27.0,Sunny,79,18,6,11
202,130,3,2025-11-23 18:45:44,dine-in,56,2,Mousse Tiramisu,11,BÁNH NGỌT,food,cold,1,1,27.0,Sunny,79,18,6,11
695,21,10,2025-11-23 07:29:44,delivery,38,1,Oolong Tứ Quý Sen,8,TRÀ TRÁI CÂY,tea,cold,1,1,26.4,Cool,75,7,6,11
695,21,10,2025-11-23 07:29:44,delivery,48,1,Matcha Burnt Cheesecake,11,BÁNH NGỌT,food,cold,0,1,26.4,Cool,75,7,6,11
103,62,8,2025-11-23 00:40:44,delivery,5,1,Caramel Macchiato Đá,1,ESPRESSO,coffee,cold,1,1,25.9,Cool,75,0,6,11
103,62,8,2025-11-23 00:40:44,delivery,56,2,Mousse Tiramisu,11,BÁNH NGỌT,food,cold,1,1,25.9,Cool,75,0,6,11
637,139,4,2025-11-23 00:35:44,takeaway,8,1,A-Mê Đào,2,AMERICANO,coffee,cold,1,0,26.2,Cool,75,0,6,11
626,42,14,2025-11-22 23:30:44,dine-in,36,1,Trà Đào Cam Sả - Đá,8,TRÀ TRÁI CÂY,tea,cold,1,0,26.2,Sunny,79,23,5,11
1233,131,15,2025-11-22 18:46:44,dine-in,20,1,Bạc Xỉu Caramel Muối,5,"""PHIN"" VIỆT NAM",coffee,cold,1,1,28.8,Sunny,70,18,5,11
873,23,4,2025-11-22 18:19:44,delivery,24,1,Cà Phê Sữa Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,28.4,Cool,70,18,5,11
191,148,5,2025-11-22 09:03:44,dine-in,44,1,Trà Sữa Oolong BLao,9,TRÀ SỮA,tea,cold,1,1,26.4,Sunny,76,9,5,11
191,148,5,2025-11-22 09:03:44,dine-in,54,2,Mochi Kem Chocolate,11,BÁNH NGỌT,food,cold,0,1,26.4,Sunny,76,9,5,11
1297,73,8,2025-11-22 07:26:44,dine-in,6,1,Caramel Macchiato Nóng,1,ESPRESSO,coffee,hot,1,1,27.2,Cool,74,7,5,11
1297,73,8,2025-11-22 07:26:44,dine-in,55,1,Mochi Kem Matcha,11,BÁNH NGỌT,food,cold,0,1,27.2,Cool,74,7,5,11
807,57,13,2025-11-22 06:23:44,dine-in,41,1,Hồng Trà Sữa Nóng,9,TRÀ SỮA,tea,hot,1,1,24.7,Sunny,78,6,5,11
487,10,1,2025-11-22 05:57:44,delivery,46,1,Chocolate Nóng,10,CHOCOLATE,chocolate,hot,0,1,24.6,Cloudy,71,5,5,11
1466,36,6,2025-11-22 05:45:44,dine-in,40,2,Trà Sữa Oolong Tứ Quý Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,25.2,Cloudy,73,5,5,11
1466,36,6,2025-11-22 05:45:44,dine-in,58,2,Butter Croissant,12,BÁNH MẶN,food,room,0,1,25.2,Cloudy,73,5,5,11
782,54,11,2025-11-22 05:37:44,takeaway,24,1,Cà Phê Sữa Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,28.2,Cool,78,5,5,11
742,152,1,2025-11-21 23:23:44,takeaway,40,2,Trà Sữa Oolong Tứ Quý Sương Sáo,9,TRÀ SỮA,tea,cold,1,1,25.4,Cloudy,74,23,4,11
1467,168,14,2025-11-21 23:00:44,takeaway,22,1,Bạc Xỉu Nóng,5,"""PHIN"" VIỆT NAM",coffee,hot,1,1,24.1,Cool,78,23,4,11
1253,25,9,2025-11-21 19:45:44,takeaway,2,1,Espresso Đá,1,ESPRESSO,coffee,cold,1,0,26.1,Cloudy,74,19,4,11
1253,25,9,2025-11-21 19:45:44,takeaway,57,1,Mousse Gấu Chocolate,11,BÁNH NGỌT,food,cold,0,1,26.1,Cloudy,74,19,4,11
