variant_id,product_id,variant_type,name,price_adjustment,is_active
103,11,Size,Nhỏ,-5000.000,1
104,12,Size,Nhỏ,-5000.000,1
105,13,Size,Nhỏ,-5000.000,1
106,14,Size,Nhỏ,-5000.000,1
107,15,Size,Nhỏ,-5000.000,1
108,16,Size,Nhỏ,-5000.000,1
109,17,Size,Nhỏ,-5000.000,1
110,18,Size,Nhỏ,-5000.000,1
111,19,Size,Nhỏ,-5000.000,1
112,20,Size,Nhỏ,-5000.000,1
113,21,Size,Nhỏ,-5000.000,1
114,22,Size,Nhỏ,-5000.000,1
115,23,Size,Nhỏ,-5000.000,1
116,24,Size,Nhỏ,-5000.000,1
117,25,Size,Nhỏ,-5000.000,1
118,26,Size,Nhỏ,-5000.000,1
119,27,Size,Nhỏ,-5000.000,1
120,28,Size,Nhỏ,-5000.000,1
121,29,Size,Nhỏ,-5000.000,1
122,30,Size,Nhỏ,-5000.000,1
123,31,Size,Nhỏ,-5000.000,1
124,32,Size,Nhỏ,-5000.000,1
125,33,Size,Nhỏ,-5000.000,1
126,34,Size,Nhỏ,-5000.000,1
127,35,Size,Nhỏ,-5000.000,1
128,36,Size,Nhỏ,-5000.000,1
129,37,Size,Nhỏ,-5000.000,1
130,38,Size,Nhỏ,-5000.000,1
131,39,Size,Nhỏ,-5000.000,1
132,40,Size,Nhỏ,-5000.000,1
133,41,Size,Nhỏ,-5000.000,1
134,42,Size,Nhỏ,-5000.000,1
135,43,Size,Nhỏ,-5000.000,1
136,44,Size,Nhỏ,-5000.000,1
137,45,Size,Nhỏ,-5000.000,1
138,46,Size,Nhỏ,-5000.000,1
139,1,Topping,"Thạch Củ Năng",10000.000,1
140,2,Topping,"Thạch Củ Năng",10000.000,1
141,3,Topping,"Thạch Củ Năng",10000.000,1
142,4,Topping,"Thạch Củ Năng",10000.000,1
143,5,Topping,"Thạch Củ Năng",10000.000,1
144,6,Topping,"Thạch Củ Năng",10000.000,1
145,7,Topping,"Thạch Củ Năng",10000.000,1
146,8,Topping,"Thạch Củ Năng",10000.000,1
147,9,Topping,"Thạch Củ Năng",10000.000,1
148,10,Topping,"Thạch Củ Năng",10000.000,1
149,11,Topping,"Thạch Củ Năng",10000.000,1
150,12,Topping,"Thạch Củ Năng",10000.000,1
151,13,Topping,"Thạch Củ Năng",10000.000,1
152,14,Topping,"Thạch Củ Năng",10000.000,1
153,15,Topping,"Thạch Củ Năng",10000.000,1
154,16,Topping,"Thạch Củ Năng",10000.000,1
155,17,Topping,"Thạch Củ Năng",10000.000,1
156,18,Topping,"Thạch Củ Năng",10000.000,1
157,19,Topping,"Thạch Củ Năng",10000.000,1
158,20,Topping,"Thạch Củ Năng",10000.000,1
159,21,Topping,"Thạch Củ Năng",10000.000,1
160,22,Topping,"Thạch Củ Năng",10000.000,1
161,23,Topping,"Thạch Củ Năng",10000.000,1
162,24,Topping,"Thạch Củ Năng",10000.000,1
163,25,Topping,"Thạch Củ Năng",10000.000,1
164,26,Topping,"Thạch Củ Năng",10000.000,1
165,27,Topping,"Thạch Củ Năng",10000.000,1
166,28,Topping,"Thạch Củ Năng",10000.000,1
167,29,Topping,"Thạch Củ Năng",10000.000,1
168,30,Topping,"Thạch Củ Năng",10000.000,1
169,31,Topping,"Thạch Củ Năng",10000.000,1
170,32,Topping,"Thạch Củ Năng",10000.000,1
171,33,Topping,"Thạch Củ Năng",10000.000,1
172,34,Topping,"Thạch Củ Năng",10000.000,1
173,35,Topping,"Thạch Củ Năng",10000.000,1
174,36,Topping,"Thạch Củ Năng",10000.000,1
175,37,Topping,"Thạch Củ Năng",10000.000,1
176,38,Topping,"Thạch Củ Năng",10000.000,1
177,39,Topping,"Thạch Củ Năng",10000.000,1
178,40,Topping,"Thạch Củ Năng",10000.000,1
179,41,Topping,"Thạch Củ Năng",10000.000,1
180,42,Topping,"Thạch Củ Năng",10000.000,1
181,43,Topping,"Thạch Củ Năng",10000.000,1
182,44,Topping,"Thạch Củ Năng",10000.000,1
183,45,Topping,"Thạch Củ Năng",10000.000,1
184,46,Topping,"Thạch Củ Năng",10000.000,1
185,1,Topping,"Khúc Bạch Khoai Môn",10000.000,1
186,2,Topping,"Khúc Bạch Khoai Môn",10000.000,1
187,3,Topping,"Khúc Bạch Khoai Môn",10000.000,1
188,4,Topping,"Khúc Bạch Khoai Môn",10000.000,1
189,5,Topping,"Khúc Bạch Khoai Môn",10000.000,1
190,6,Topping,"Khúc Bạch Khoai Môn",10000.000,1
191,7,Topping,"Khúc Bạch Khoai Môn",10000.000,1
192,8,Topping,"Khúc Bạch Khoai Môn",10000.000,1
193,9,Topping,"Khúc Bạch Khoai Môn",10000.000,1
194,10,Topping,"Khúc Bạch Khoai Môn",10000.000,1
195,11,Topping,"Khúc Bạch Khoai Môn",10000.000,1
196,12,Topping,"Khúc Bạch Khoai Môn",10000.000,1
197,13,Topping,"Khúc Bạch Khoai Môn",10000.000,1
198,14,Topping,"Khúc Bạch Khoai Môn",10000.000,1
199,15,Topping,"Khúc Bạch Khoai Môn",10000.000,1
200,16,Topping,"Khúc Bạch Khoai Môn",10000.000,1
201,17,Topping,"Khúc Bạch Khoai Môn",10000.000,1
202,18,Topping,"Khúc Bạch Khoai Môn",10000.000,1
203,19,Topping,"Khúc Bạch Khoai Môn",10000.000,1
204,20,Topping,"Khúc Bạch Khoai Môn",10000.000,1
205,21,Topping,"Khúc Bạch Khoai Môn",10000.000,1
206,22,Topping,"Khúc Bạch Khoai Môn",10000.000,1
207,23,Topping,"Khúc Bạch Khoai Môn",10000.000,1
208,24,Topping,"Khúc Bạch Khoai Môn",10000.000,1
209,25,Topping,"Khúc Bạch Khoai Môn",10000.000,1
210,26,Topping,"Khúc Bạch Khoai Môn",10000.000,1
211,27,Topping,"Khúc Bạch Khoai Môn",10000.000,1
212,28,Topping,"Khúc Bạch Khoai Môn",10000.000,1
213,29,Topping,"Khúc Bạch Khoai Môn",10000.000,1
214,30,Topping,"Khúc Bạch Khoai Môn",10000.000,1
215,31,Topping,"Khúc Bạch Khoai Môn",10000.000,1
216,32,Topping,"Khúc Bạch Khoai Môn",10000.000,1
217,33,Topping,"Khúc Bạch Khoai Môn",10000.000,1
218,34,Topping,"Khúc Bạch Khoai Môn",10000.000,1
219,35,Topping,"Khúc Bạch Khoai Môn",10000.000,1
220,36,Topping,"Khúc Bạch Khoai Môn",10000.000,1
221,37,Topping,"Khúc Bạch Khoai Môn",10000.000,1
222,38,Topping,"Khúc Bạch Khoai Môn",10000.000,1
223,39,Topping,"Khúc Bạch Khoai Môn",10000.000,1
224,40,Topping,"Khúc Bạch Khoai Môn",10000.000,1
225,41,Topping,"Khúc Bạch Khoai Môn",10000.000,1
226,42,Topping,"Khúc Bạch Khoai Môn",10000.000,1
227,43,Topping,"Khúc Bạch Khoai Môn",10000.000,1
228,44,Topping,"Khúc Bạch Khoai Môn",10000.000,1
229,45,Topping,"Khúc Bạch Khoai Môn",10000.000,1
230,46,Topping,"Khúc Bạch Khoai Môn",10000.000,1
231,1,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
232,2,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
233,3,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
234,4,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
235,5,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
236,6,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
237,7,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
238,8,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
239,9,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
240,10,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
241,11,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
242,12,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
243,13,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
244,14,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
245,15,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
246,16,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
247,17,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
248,18,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
249,19,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
250,20,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
251,21,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
252,22,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
253,23,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
254,24,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
255,25,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
256,26,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
257,27,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
258,28,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
259,29,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
260,30,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
261,31,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
262,32,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
263,33,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
264,34,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
265,35,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
266,36,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
267,37,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
268,38,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
269,39,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
270,40,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
271,41,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
272,42,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
273,43,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
274,44,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
275,45,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
276,46,Topping,"Khúc Bạch Trứng Tươi",10000.000,1
277,1,Topping,"Sương Sáo Đen",10000.000,1
278,2,Topping,"Sương Sáo Đen",10000.000,1
279,3,Topping,"Sương Sáo Đen",10000.000,1
280,4,Topping,"Sương Sáo Đen",10000.000,1
281,5,Topping,"Sương Sáo Đen",10000.000,1
282,6,Topping,"Sương Sáo Đen",10000.000,1
283,7,Topping,"Sương Sáo Đen",10000.000,1
284,8,Topping,"Sương Sáo Đen",10000.000,1
285,9,Topping,"Sương Sáo Đen",10000.000,1
286,10,Topping,"Sương Sáo Đen",10000.000,1
287,11,Topping,"Sương Sáo Đen",10000.000,1
288,12,Topping,"Sương Sáo Đen",10000.000,1
289,13,Topping,"Sương Sáo Đen",10000.000,1
290,14,Topping,"Sương Sáo Đen",10000.000,1
291,15,Topping,"Sương Sáo Đen",10000.000,1
292,16,Topping,"Sương Sáo Đen",10000.000,1
293,17,Topping,"Sương Sáo Đen",10000.000,1
294,18,Topping,"Sương Sáo Đen",10000.000,1
295,19,Topping,"Sương Sáo Đen",10000.000,1
296,20,Topping,"Sương Sáo Đen",10000.000,1
297,21,Topping,"Sương Sáo Đen",10000.000,1
298,22,Topping,"Sương Sáo Đen",10000.000,1
299,23,Topping,"Sương Sáo Đen",10000.000,1
300,24,Topping,"Sương Sáo Đen",10000.000,1
301,25,Topping,"Sương Sáo Đen",10000.000,1
302,26,Topping,"Sương Sáo Đen",10000.000,1
303,27,Topping,"Sương Sáo Đen",10000.000,1
304,28,Topping,"Sương Sáo Đen",10000.000,1
305,29,Topping,"Sương Sáo Đen",10000.000,1
306,30,Topping,"Sương Sáo Đen",10000.000,1
307,31,Topping,"Sương Sáo Đen",10000.000,1
308,32,Topping,"Sương Sáo Đen",10000.000,1
309,33,Topping,"Sương Sáo Đen",10000.000,1
310,34,Topping,"Sương Sáo Đen",10000.000,1
311,35,Topping,"Sương Sáo Đen",10000.000,1
312,36,Topping,"Sương Sáo Đen",10000.000,1
313,37,Topping,"Sương Sáo Đen",10000.000,1
314,38,Topping,"Sương Sáo Đen",10000.000,1
315,39,Topping,"Sương Sáo Đen",10000.000,1
316,40,Topping,"Sương Sáo Đen",10000.000,1
317,41,Topping,"Sương Sáo Đen",10000.000,1
318,42,Topping,"Sương Sáo Đen",10000.000,1
319,43,Topping,"Sương Sáo Đen",10000.000,1
320,44,Topping,"Sương Sáo Đen",10000.000,1
321,45,Topping,"Sương Sáo Đen",10000.000,1
322,46,Topping,"Sương Sáo Đen",10000.000,1
323,1,Topping,"Sương Sáo Hạt Chia",10000.000,1
324,2,Topping,"Sương Sáo Hạt Chia",10000.000,1
325,3,Topping,"Sương Sáo Hạt Chia",10000.000,1
326,4,Topping,"Sương Sáo Hạt Chia",10000.000,1
327,5,Topping,"Sương Sáo Hạt Chia",10000.000,1
328,6,Topping,"Sương Sáo Hạt Chia",10000.000,1
329,7,Topping,"Sương Sáo Hạt Chia",10000.000,1
330,8,Topping,"Sương Sáo Hạt Chia",10000.000,1
331,9,Topping,"Sương Sáo Hạt Chia",10000.000,1
332,10,Topping,"Sương Sáo Hạt Chia",10000.000,1
333,11,Topping,"Sương Sáo Hạt Chia",10000.000,1
334,12,Topping,"Sương Sáo Hạt Chia",10000.000,1
335,13,Topping,"Sương Sáo Hạt Chia",10000.000,1
336,14,Topping,"Sương Sáo Hạt Chia",10000.000,1
337,15,Topping,"Sương Sáo Hạt Chia",10000.000,1
338,16,Topping,"Sương Sáo Hạt Chia",10000.000,1
339,17,Topping,"Sương Sáo Hạt Chia",10000.000,1
340,18,Topping,"Sương Sáo Hạt Chia",10000.000,1
341,19,Topping,"Sương Sáo Hạt Chia",10000.000,1
342,20,Topping,"Sương Sáo Hạt Chia",10000.000,1
343,21,Topping,"Sương Sáo Hạt Chia",10000.000,1
344,22,Topping,"Sương Sáo Hạt Chia",10000.000,1
345,23,Topping,"Sương Sáo Hạt Chia",10000.000,1
346,24,Topping,"Sương Sáo Hạt Chia",10000.000,1
347,25,Topping,"Sương Sáo Hạt Chia",10000.000,1
348,26,Topping,"Sương Sáo Hạt Chia",10000.000,1
349,27,Topping,"Sương Sáo Hạt Chia",10000.000,1
350,28,Topping,"Sương Sáo Hạt Chia",10000.000,1
351,29,Topping,"Sương Sáo Hạt Chia",10000.000,1
352,30,Topping,"Sương Sáo Hạt Chia",10000.000,1
353,31,Topping,"Sương Sáo Hạt Chia",10000.000,1
354,32,Topping,"Sương Sáo Hạt Chia",10000.000,1
355,33,Topping,"Sương Sáo Hạt Chia",10000.000,1
356,34,Topping,"Sương Sáo Hạt Chia",10000.000,1
357,35,Topping,"Sương Sáo Hạt Chia",10000.000,1
358,36,Topping,"Sương Sáo Hạt Chia",10000.000,1
359,37,Topping,"Sương Sáo Hạt Chia",10000.000,1
360,38,Topping,"Sương Sáo Hạt Chia",10000.000,1
361,39,Topping,"Sương Sáo Hạt Chia",10000.000,1
362,40,Topping,"Sương Sáo Hạt Chia",10000.000,1
363,41,Topping,"Sương Sáo Hạt Chia",10000.000,1
364,42,Topping,"Sương Sáo Hạt Chia",10000.000,1
365,43,Topping,"Sương Sáo Hạt Chia",10000.000,1
366,44,Topping,"Sương Sáo Hạt Chia",10000.000,1
367,45,Topping,"Sương Sáo Hạt Chia",10000.000,1
368,46,Topping,"Sương Sáo Hạt Chia",10000.000,1
369,1,Topping,"Thạch Củ Năng",10000.000,1
370,2,Topping,"Thạch Củ Năng",10000.000,1
371,3,Topping,"Thạch Củ Năng",10000.000,1
372,4,Topping,"Thạch Củ Năng",10000.000,1
373,5,Topping,"Thạch Củ Năng",10000.000,1
374,6,Topping,"Thạch Củ Năng",10000.000,1
375,7,Topping,"Thạch Củ Năng",10000.000,1
376,8,Topping,"Thạch Củ Năng",10000.000,1
377,9,Topping,"Thạch Củ Năng",10000.000,1
378,10,Topping,"Thạch Củ Năng",10000.000,1
379,11,Topping,"Thạch Củ Năng",10000.000,1
380,12,Topping,"Thạch Củ Năng",10000.000,1
381,13,Topping,"Thạch Củ Năng",10000.000,1
382,14,Topping,"Thạch Củ Năng",10000.000,1
383,15,Topping,"Thạch Củ Năng",10000.000,1
384,16,Topping,"Thạch Củ Năng",10000.000,1
385,17,Topping,"Thạch Củ Năng",10000.000,1
386,18,Topping,"Thạch Củ Năng",10000.000,1
387,19,Topping,"Thạch Củ Năng",10000.000,1
388,20,Topping,"Thạch Củ Năng",10000.000,1
389,21,Topping,"Thạch Củ Năng",10000.000,1
390,22,Topping,"Thạch Củ Năng",10000.000,1
391,23,Topping,"Thạch Củ Năng",10000.000,1
392,24,Topping,"Thạch Củ Năng",10000.000,1
393,25,Topping,"Thạch Củ Năng",10000.000,1
394,26,Topping,"Thạch Củ Năng",10000.000,1
395,27,Topping,"Thạch Củ Năng",10000.000,1
396,28,Topping,"Thạch Củ Năng",10000.000,1
397,29,Topping,"Thạch Củ Năng",10000.000,1
398,30,Topping,"Thạch Củ Năng",10000.000,1
399,31,Topping,"Thạch Củ Năng",10000.000,1
400,32,Topping,"Thạch Củ Năng",10000.000,1
401,33,Topping,"Thạch Củ Năng",10000.000,1
402,34,Topping,"Thạch Củ Năng",10000.000,1
403,35,Topping,"Thạch Củ Năng",10000.000,1
404,36,Topping,"Thạch Củ Năng",10000.000,1
405,37,Topping,"Thạch Củ Năng",10000.000,1
406,38,Topping,"Thạch Củ Năng",10000.000,1
407,39,Topping,"Thạch Củ Năng",10000.000,1
408,40,Topping,"Thạch Củ Năng",10000.000,1
409,41,Topping,"Thạch Củ Năng",10000.000,1
410,42,Topping,"Thạch Củ Năng",10000.000,1
411,43,Topping,"Thạch Củ Năng",10000.000,1
412,44,Topping,"Thạch Củ Năng",10000.000,1
413,45,Topping,"Thạch Củ Năng",10000.000,1
414,46,Topping,"Thạch Củ Năng",10000.000,1
415,1,Topping,"Thạch Lá Dứa",10000.000,1
416,2,Topping,"Thạch Lá Dứa",10000.000,1
417,3,Topping,"Thạch Lá Dứa",10000.000,1
418,4,Topping,"Thạch Lá Dứa",10000.000,1
419,5,Topping,"Thạch Lá Dứa",10000.000,1
420,6,Topping,"Thạch Lá Dứa",10000.000,1
421,7,Topping,"Thạch Lá Dứa",10000.000,1
422,8,Topping,"Thạch Lá Dứa",10000.000,1
423,9,Topping,"Thạch Lá Dứa",10000.000,1
424,10,Topping,"Thạch Lá Dứa",10000.000,1
425,11,Topping,"Thạch Lá Dứa",10000.000,1
426,12,Topping,"Thạch Lá Dứa",10000.000,1
427,13,Topping,"Thạch Lá Dứa",10000.000,1
428,14,Topping,"Thạch Lá Dứa",10000.000,1
429,15,Topping,"Thạch Lá Dứa",10000.000,1
430,16,Topping,"Thạch Lá Dứa",10000.000,1
431,17,Topping,"Thạch Lá Dứa",10000.000,1
432,18,Topping,"Thạch Lá Dứa",10000.000,1
433,19,Topping,"Thạch Lá Dứa",10000.000,1
434,20,Topping,"Thạch Lá Dứa",10000.000,1
435,21,Topping,"Thạch Lá Dứa",10000.000,1
436,22,Topping,"Thạch Lá Dứa",10000.000,1
437,23,Topping,"Thạch Lá Dứa",10000.000,1
438,24,Topping,"Thạch Lá Dứa",10000.000,1
439,25,Topping,"Thạch Lá Dứa",10000.000,1
440,26,Topping,"Thạch Lá Dứa",10000.000,1
441,27,Topping,"Thạch Lá Dứa",10000.000,1
442,28,Topping,"Thạch Lá Dứa",10000.000,1
443,29,Topping,"Thạch Lá Dứa",10000.000,1
444,30,Topping,"Thạch Lá Dứa",10000.000,1
445,31,Topping,"Thạch Lá Dứa",10000.000,1
446,32,Topping,"Thạch Lá Dứa",10000.000,1
447,33,Topping,"Thạch Lá Dứa",10000.000,1
448,34,Topping,"Thạch Lá Dứa",10000.000,1
449,35,Topping,"Thạch Lá Dứa",10000.000,1
450,36,Topping,"Thạch Lá Dứa",10000.000,1
451,37,Topping,"Thạch Lá Dứa",10000.000,1
452,38,Topping,"Thạch Lá Dứa",10000.000,1
453,39,Topping,"Thạch Lá Dứa",10000.000,1
454,40,Topping,"Thạch Lá Dứa",10000.000,1
455,41,Topping,"Thạch Lá Dứa",10000.000,1
456,42,Topping,"Thạch Lá Dứa",10000.000,1
457,43,Topping,"Thạch Lá Dứa",10000.000,1
458,44,Topping,"Thạch Lá Dứa",10000.000,1
459,45,Topping,"Thạch Lá Dứa",10000.000,1
460,46,Topping,"Thạch Lá Dứa",10000.000,1
461,1,Topping,"Thạch Nha Đam",10000.000,1
462,2,Topping,"Thạch Nha Đam",10000.000,1
463,3,Topping,"Thạch Nha Đam",10000.000,1
464,4,Topping,"Thạch Nha Đam",10000.000,1
465,5,Topping,"Thạch Nha Đam",10000.000,1
466,6,Topping,"Thạch Nha Đam",10000.000,1
467,7,Topping,"Thạch Nha Đam",10000.000,1
468,8,Topping,"Thạch Nha Đam",10000.000,1
469,9,Topping,"Thạch Nha Đam",10000.000,1
470,10,Topping,"Thạch Nha Đam",10000.000,1
471,11,Topping,"Thạch Nha Đam",10000.000,1
472,12,Topping,"Thạch Nha Đam",10000.000,1
473,13,Topping,"Thạch Nha Đam",10000.000,1
474,14,Topping,"Thạch Nha Đam",10000.000,1
475,15,Topping,"Thạch Nha Đam",10000.000,1
476,16,Topping,"Thạch Nha Đam",10000.000,1
477,17,Topping,"Thạch Nha Đam",10000.000,1
478,18,Topping,"Thạch Nha Đam",10000.000,1
479,19,Topping,"Thạch Nha Đam",10000.000,1
480,20,Topping,"Thạch Nha Đam",10000.000,1
481,21,Topping,"Thạch Nha Đam",10000.000,1
482,22,Topping,"Thạch Nha Đam",10000.000,1
483,23,Topping,"Thạch Nha Đam",10000.000,1
484,24,Topping,"Thạch Nha Đam",10000.000,1
485,25,Topping,"Thạch Nha Đam",10000.000,1
486,26,Topping,"Thạch Nha Đam",10000.000,1
487,27,Topping,"Thạch Nha Đam",10000.000,1
488,28,Topping,"Thạch Nha Đam",10000.000,1
489,29,Topping,"Thạch Nha Đam",10000.000,1
490,30,Topping,"Thạch Nha Đam",10000.000,1
491,31,Topping,"Thạch Nha Đam",10000.000,1
492,32,Topping,"Thạch Nha Đam",10000.000,1
493,33,Topping,"Thạch Nha Đam",10000.000,1
494,34,Topping,"Thạch Nha Đam",10000.000,1
495,35,Topping,"Thạch Nha Đam",10000.000,1
496,36,Topping,"Thạch Nha Đam",10000.000,1
497,37,Topping,"Thạch Nha Đam",10000.000,1
498,38,Topping,"Thạch Nha Đam",10000.000,1
499,39,Topping,"Thạch Nha Đam",10000.000,1
500,40,Topping,"Thạch Nha Đam",10000.000,1
501,41,Topping,"Thạch Nha Đam",10000.000,1
502,42,Topping,"Thạch Nha Đam",10000.000,1
503,43,Topping,"Thạch Nha Đam",10000.000,1
504,44,Topping,"Thạch Nha Đam",10000.000,1
505,45,Topping,"Thạch Nha Đam",10000.000,1
506,46,Topping,"Thạch Nha Đam",10000.000,1
507,1,Topping,"Trân Châu Đen",10000.000,1
508,2,Topping,"Trân Châu Đen",10000.000,1
509,3,Topping,"Trân Châu Đen",10000.000,1
510,4,Topping,"Trân Châu Đen",10000.000,1
511,5,Topping,"Trân Châu Đen",10000.000,1
512,6,Topping,"Trân Châu Đen",10000.000,1
513,7,Topping,"Trân Châu Đen",10000.000,1
514,8,Topping,"Trân Châu Đen",10000.000,1
515,9,Topping,"Trân Châu Đen",10000.000,1
516,10,Topping,"Trân Châu Đen",10000.000,1
517,11,Topping,"Trân Châu Đen",10000.000,1
518,12,Topping,"Trân Châu Đen",10000.000,1
519,13,Topping,"Trân Châu Đen",10000.000,1
520,14,Topping,"Trân Châu Đen",10000.000,1
521,15,Topping,"Trân Châu Đen",10000.000,1
522,16,Topping,"Trân Châu Đen",10000.000,1
523,17,Topping,"Trân Châu Đen",10000.000,1
524,18,Topping,"Trân Châu Đen",10000.000,1
525,19,Topping,"Trân Châu Đen",10000.000,1
526,20,Topping,"Trân Châu Đen",10000.000,1
527,21,Topping,"Trân Châu Đen",10000.000,1
