order_id,user_id,store_id,total_price,status,created_at,updated_at,delivery_type,shipping_address
27,21,4,65000.00,pending,"2025-11-30 22:51:15","2025-11-30 22:51:15",takeaway,NULL
28,21,4,45000.00,pending,"2025-11-30 23:15:44","2025-11-30 23:15:44",takeaway,NULL
29,21,4,45000.00,pending,"2025-11-30 23:15:44","2025-11-30 23:15:44",takeaway,NULL
30,21,4,45000.00,pending,"2025-11-30 23:15:44","2025-11-30 23:15:44",takeaway,NULL
31,21,4,45000.00,pending,"2025-11-30 23:18:24","2025-11-30 23:18:24",takeaway,NULL
32,21,4,54000.00,pending,"2025-11-30 23:19:37","2025-11-30 23:19:37",takeaway,NULL
33,21,4,438000.00,cancelled,"2025-11-30 23:30:01","2025-11-30 23:31:06",takeaway,NULL
34,8,10,90000.00,cancelled,"2025-12-02 10:32:57","2025-12-02 10:33:30",takeaway,NULL
35,51,2,45000.00,completed,"2025-10-26 21:38:44","2025-10-26 21:54:44",delivery,NULL
36,167,11,99000.00,completed,"2025-08-20 03:44:44","2025-08-20 03:56:44",delivery,NULL
37,43,12,68000.00,completed,"2025-09-03 23:50:44","2025-09-03 23:55:44",dine-in,NULL
38,63,8,135000.00,completed,"2025-11-03 21:27:44","2025-11-03 21:40:44",dine-in,NULL
39,36,12,137000.00,completed,"2025-11-12 20:13:44","2025-11-12 20:27:44",takeaway,NULL
40,146,7,98000.00,completed,"2025-09-08 03:16:44","2025-09-08 03:32:44",dine-in,NULL
41,54,3,78000.00,completed,"2025-11-27 20:05:44","2025-11-27 20:27:44",delivery,NULL
42,10,9,118000.00,completed,"2025-06-11 08:44:44","2025-06-11 09:11:44",takeaway,NULL
43,145,14,110000.00,completed,"2025-08-15 19:16:44","2025-08-15 19:41:44",dine-in,NULL
44,39,13,78000.00,completed,"2025-10-01 03:52:44","2025-10-01 04:10:44",takeaway,NULL
45,88,10,49000.00,completed,"2025-09-23 18:55:44","2025-09-23 19:08:44",takeaway,NULL
46,131,10,55000.00,completed,"2025-07-01 21:41:44","2025-07-01 21:51:44",dine-in,NULL
47,160,3,49000.00,completed,"2025-06-23 18:58:44","2025-06-23 19:24:44",delivery,NULL
48,171,12,110000.00,completed,"2025-09-05 23:38:44","2025-09-05 23:59:44",delivery,NULL
49,40,7,98000.00,completed,"2025-09-10 08:21:44","2025-09-10 08:30:44",delivery,NULL
50,23,6,90000.00,completed,"2025-11-28 23:29:44","2025-11-28 23:55:44",takeaway,NULL
51,66,4,55000.00,completed,"2025-07-16 22:00:44","2025-07-16 22:14:44",takeaway,NULL
52,100,9,118000.00,completed,"2025-09-17 02:41:44","2025-09-17 03:07:44",takeaway,NULL
53,45,3,130000.00,pending,"2025-10-19 07:04:44","2025-10-19 07:21:44",takeaway,NULL
54,37,9,39000.00,completed,"2025-08-06 00:42:44","2025-08-06 01:06:44",takeaway,NULL
55,24,13,93000.00,completed,"2025-09-19 03:14:44","2025-09-19 03:26:44",takeaway,NULL
56,37,2,97000.00,completed,"2025-06-19 08:14:44","2025-06-19 08:19:44",takeaway,NULL
57,103,5,68000.00,completed,"2025-09-15 01:54:44","2025-09-15 02:04:44",dine-in,NULL
58,28,3,98000.00,completed,"2025-10-12 00:41:44","2025-10-12 00:47:44",takeaway,NULL
59,89,6,137000.00,completed,"2025-09-19 05:03:44","2025-09-19 05:23:44",dine-in,NULL
60,20,5,149000.00,completed,"2025-06-11 08:02:44","2025-06-11 08:15:44",delivery,NULL
61,26,8,149000.00,completed,"2025-10-29 21:22:44","2025-10-29 21:45:44",takeaway,NULL
62,64,7,110000.00,completed,"2025-11-28 07:08:44","2025-11-28 07:26:44",takeaway,NULL
63,20,13,137000.00,cancelled,"2025-08-26 20:28:44","2025-08-26 20:40:44",dine-in,NULL
64,129,7,110000.00,completed,"2025-08-02 09:02:44","2025-08-02 09:19:44",takeaway,NULL
65,59,13,149000.00,completed,"2025-09-06 02:35:44","2025-09-06 02:44:44",delivery,NULL
66,28,9,110000.00,completed,"2025-10-06 20:10:44","2025-10-06 20:39:44",takeaway,NULL
67,84,8,130000.00,completed,"2025-06-24 00:30:44","2025-06-24 00:42:44",dine-in,NULL
68,171,8,98000.00,pending,"2025-10-02 06:02:44","2025-10-02 06:21:44",takeaway,NULL
69,146,8,110000.00,completed,"2025-07-12 03:40:44","2025-07-12 03:52:44",delivery,NULL
70,69,8,90000.00,completed,"2025-11-08 23:16:44","2025-11-08 23:28:44",takeaway,NULL
71,37,1,45000.00,completed,"2025-12-02 05:07:44","2025-12-02 05:23:44",dine-in,NULL
72,87,10,118000.00,cancelled,"2025-08-06 01:35:44","2025-08-06 01:44:44",delivery,NULL
73,24,4,136000.00,completed,"2025-09-29 02:50:44","2025-09-29 02:55:44",dine-in,NULL
74,80,14,110000.00,completed,"2025-11-18 21:52:44","2025-11-18 22:11:44",takeaway,NULL
75,106,6,49000.00,completed,"2025-07-31 00:44:44","2025-07-31 00:59:44",dine-in,NULL
76,41,13,228000.00,cancelled,"2025-07-23 19:17:44","2025-07-23 19:30:44",takeaway,NULL
77,62,13,154000.00,completed,"2025-06-07 03:37:44","2025-06-07 03:49:44",takeaway,NULL
78,91,7,154000.00,completed,"2025-09-08 01:08:44","2025-09-08 01:26:44",takeaway,NULL
79,126,5,110000.00,completed,"2025-09-26 19:51:44","2025-09-26 20:00:44",takeaway,NULL
80,21,9,55000.00,completed,"2025-10-08 23:09:44","2025-10-08 23:24:44",dine-in,NULL
81,80,1,55000.00,completed,"2025-11-28 23:49:44","2025-11-29 00:17:44",takeaway,NULL
82,161,6,110000.00,cancelled,"2025-11-14 21:17:44","2025-11-14 21:34:44",dine-in,NULL
83,130,8,100000.00,completed,"2025-10-16 21:25:44","2025-10-16 21:50:44",dine-in,NULL
84,96,8,68000.00,completed,"2025-08-21 23:09:44","2025-08-21 23:36:44",takeaway,NULL
85,101,7,178000.00,cancelled,"2025-07-13 23:16:44","2025-07-13 23:44:44",takeaway,NULL
86,35,2,188000.00,cancelled,"2025-06-15 07:48:44","2025-06-15 08:08:44",takeaway,NULL
87,162,10,211000.00,completed,"2025-09-02 21:40:44","2025-09-02 21:53:44",takeaway,NULL
88,127,2,55000.00,completed,"2025-08-20 21:41:44","2025-08-20 22:05:44",takeaway,NULL
89,112,11,49000.00,completed,"2025-08-09 19:18:44","2025-08-09 19:38:44",delivery,NULL
90,129,5,59000.00,completed,"2025-11-13 23:49:44","2025-11-14 00:17:44",delivery,NULL
91,160,4,188000.00,cancelled,"2025-08-30 05:27:44","2025-08-30 05:36:44",delivery,NULL
92,82,13,78000.00,completed,"2025-11-19 08:24:44","2025-11-19 08:48:44",dine-in,NULL
93,63,2,98000.00,completed,"2025-10-17 05:38:44","2025-10-17 05:59:44",takeaway,NULL
94,84,11,103000.00,cancelled,"2025-09-12 03:10:44","2025-09-12 03:17:44",delivery,NULL
95,77,7,176000.00,completed,"2025-06-11 20:02:44","2025-06-11 20:20:44",takeaway,NULL
96,74,4,138000.00,completed,"2025-10-05 06:52:44","2025-10-05 06:59:44",delivery,NULL
97,63,1,156000.00,completed,"2025-08-19 06:23:44","2025-08-19 06:34:44",dine-in,NULL
98,41,7,134000.00,completed,"2025-08-02 07:04:44","2025-08-02 07:17:44",takeaway,NULL
99,152,7,177000.00,completed,"2025-08-07 23:04:44","2025-08-07 23:31:44",takeaway,NULL
100,47,8,49000.00,completed,"2025-10-26 01:17:44","2025-10-26 01:36:44",delivery,NULL
101,36,10,208000.00,completed,"2025-09-14 04:33:44","2025-09-14 04:41:44",takeaway,NULL
102,105,12,142000.00,completed,"2025-06-29 19:47:44","2025-06-29 20:17:44",takeaway,NULL
103,62,8,100000.00,completed,"2025-11-23 00:40:44","2025-11-23 01:02:44",delivery,NULL
104,131,1,39000.00,completed,"2025-09-13 01:01:44","2025-09-13 01:12:44",takeaway,NULL
105,168,11,90000.00,completed,"2025-10-16 19:45:44","2025-10-16 20:15:44",dine-in,NULL
106,12,12,55000.00,pending,"2025-09-30 21:21:44","2025-09-30 21:47:44",dine-in,NULL
107,113,3,110000.00,completed,"2025-06-05 21:21:44","2025-06-05 21:43:44",dine-in,NULL
108,46,4,45000.00,completed,"2025-09-01 06:13:44","2025-09-01 06:37:44",takeaway,NULL
109,108,9,49000.00,completed,"2025-08-22 18:35:44","2025-08-22 18:50:44",takeaway,NULL
110,68,2,136000.00,completed,"2025-11-02 03:48:44","2025-11-02 04:02:44",dine-in,NULL
111,39,8,55000.00,completed,"2025-08-05 06:35:44","2025-08-05 06:55:44",dine-in,NULL
112,41,6,69000.00,completed,"2025-08-28 04:49:44","2025-08-28 05:12:44",delivery,NULL
113,105,9,118000.00,completed,"2025-06-07 04:57:44","2025-06-07 05:25:44",takeaway,NULL
114,29,12,99000.00,pending,"2025-06-06 03:50:44","2025-06-06 04:15:44",takeaway,NULL
115,24,12,110000.00,cancelled,"2025-08-20 20:28:44","2025-08-20 20:53:44",dine-in,NULL
116,146,4,59000.00,completed,"2025-10-19 01:51:44","2025-10-19 01:57:44",dine-in,NULL
117,163,11,110000.00,completed,"2025-06-30 22:56:44","2025-06-30 23:02:44",takeaway,NULL
118,48,12,129000.00,completed,"2025-12-03 03:16:44","2025-12-03 03:39:44",takeaway,NULL
119,114,3,45000.00,pending,"2025-08-07 06:49:44","2025-08-07 07:11:44",takeaway,NULL
120,20,3,156000.00,completed,"2025-10-30 02:28:44","2025-10-30 02:39:44",takeaway,NULL
121,114,2,110000.00,cancelled,"2025-10-05 18:52:44","2025-10-05 19:10:44",dine-in,NULL
122,113,14,90000.00,cancelled,"2025-11-22 22:08:44","2025-11-22 22:22:44",dine-in,NULL
123,36,13,132000.00,completed,"2025-10-02 05:33:44","2025-10-02 05:49:44",dine-in,NULL
124,70,2,90000.00,completed,"2025-08-06 03:02:44","2025-08-06 03:25:44",dine-in,NULL
125,168,15,129000.00,completed,"2025-11-27 05:57:44","2025-11-27 06:27:44",dine-in,NULL
126,115,13,84000.00,completed,"2025-08-06 02:16:44","2025-08-06 02:35:44",dine-in,NULL
127,58,11,55000.00,completed,"2025-10-28 18:41:44","2025-10-28 19:06:44",dine-in,NULL
128,101,1,220000.00,completed,"2025-06-17 23:59:44","2025-06-18 00:20:44",takeaway,NULL
129,126,12,55000.00,completed,"2025-08-04 01:05:44","2025-08-04 01:27:44",takeaway,NULL
130,49,2,55000.00,completed,"2025-07-13 03:31:44","2025-07-13 04:00:44",takeaway,NULL
131,23,9,55000.00,completed,"2025-09-22 05:13:44","2025-09-22 05:19:44",takeaway,NULL
132,103,15,117000.00,completed,"2025-06-30 01:06:44","2025-06-30 01:16:44",delivery,NULL
133,75,10,153000.00,completed,"2025-07-23 18:28:44","2025-07-23 18:47:44",delivery,NULL
134,169,6,97000.00,pending,"2025-06-27 00:11:44","2025-06-27 00:37:44",dine-in,NULL
135,152,14,110000.00,completed,"2025-07-01 02:30:44","2025-07-01 02:35:44",dine-in,NULL
136,16,10,49000.00,completed,"2025-11-11 23:54:44","2025-11-11 23:59:44",takeaway,NULL
137,57,2,68000.00,completed,"2025-10-25 04:53:44","2025-10-25 05:17:44",dine-in,NULL
138,80,10,45000.00,completed,"2025-08-15 22:18:44","2025-08-15 22:47:44",dine-in,NULL
139,150,6,133000.00,completed,"2025-11-11 05:52:44","2025-11-11 06:01:44",dine-in,NULL
140,56,15,94000.00,completed,"2025-07-15 04:10:44","2025-07-15 04:28:44",takeaway,NULL
141,131,13,98000.00,completed,"2025-06-08 18:15:44","2025-06-08 18:45:44",takeaway,NULL
142,163,10,94000.00,completed,"2025-09-03 02:16:44","2025-09-03 02:36:44",dine-in,NULL
143,167,5,133000.00,completed,"2025-09-16 03:03:44","2025-09-16 03:30:44",delivery,NULL
144,75,6,153000.00,completed,"2025-08-26 04:36:44","2025-08-26 05:03:44",takeaway,NULL
145,166,3,118000.00,completed,"2025-11-29 00:50:44","2025-11-29 01:18:44",delivery,NULL
146,24,15,98000.00,pending,"2025-06-25 02:24:44","2025-06-25 02:41:44",dine-in,NULL
147,129,2,94000.00,completed,"2025-09-08 07:54:44","2025-09-08 08:01:44",takeaway,NULL
148,96,13,142000.00,completed,"2025-11-16 05:10:44","2025-11-16 05:35:44",dine-in,NULL
149,146,12,55000.00,completed,"2025-07-05 09:04:44","2025-07-05 09:13:44",takeaway,NULL
150,47,15,39000.00,completed,"2025-07-26 20:57:44","2025-07-26 21:13:44",takeaway,NULL
151,37,10,39000.00,completed,"2025-11-15 01:29:44","2025-11-15 01:48:44",takeaway,NULL
152,131,3,196000.00,completed,"2025-09-10 04:43:44","2025-09-10 05:09:44",takeaway,NULL
153,141,3,90000.00,cancelled,"2025-10-28 08:56:44","2025-10-28 09:03:44",takeaway,NULL
154,41,7,55000.00,completed,"2025-06-11 00:19:44","2025-06-11 00:24:44",takeaway,NULL
155,105,10,49000.00,completed,"2025-07-22 23:00:44","2025-07-22 23:20:44",takeaway,NULL
156,146,3,110000.00,completed,"2025-09-02 08:46:44","2025-09-02 08:56:44",takeaway,NULL
157,151,6,110000.00,completed,"2025-09-27 21:58:44","2025-09-27 22:09:44",takeaway,NULL
158,130,14,118000.00,pending,"2025-08-16 07:33:44","2025-08-16 07:53:44",dine-in,NULL
159,111,12,55000.00,completed,"2025-06-16 19:15:44","2025-06-16 19:25:44",dine-in,NULL
160,21,9,49000.00,completed,"2025-08-29 21:07:44","2025-08-29 21:20:44",delivery,NULL
161,135,6,55000.00,pending,"2025-08-06 03:24:44","2025-08-06 03:29:44",dine-in,NULL
162,51,5,67000.00,completed,"2025-07-31 02:15:44","2025-07-31 02:33:44",delivery,NULL
163,120,5,171000.00,completed,"2025-10-25 19:44:44","2025-10-25 20:13:44",takeaway,NULL
164,108,11,55000.00,completed,"2025-08-23 04:56:44","2025-08-23 05:23:44",delivery,NULL
165,97,15,78000.00,completed,"2025-10-28 23:20:44","2025-10-28 23:37:44",dine-in,NULL
166,91,4,55000.00,completed,"2025-11-01 01:28:44","2025-11-01 01:42:44",takeaway,NULL
167,121,15,98000.00,completed,"2025-06-12 04:46:44","2025-06-12 05:03:44",takeaway,NULL
168,36,4,45000.00,completed,"2025-06-13 20:27:44","2025-06-13 20:34:44",delivery,NULL
169,136,13,162000.00,completed,"2025-06-19 07:31:44","2025-06-19 07:46:44",takeaway,NULL
170,51,13,138000.00,completed,"2025-11-16 06:00:44","2025-11-16 06:12:44",delivery,NULL
171,47,6,110000.00,completed,"2025-11-05 04:14:44","2025-11-05 04:40:44",takeaway,NULL
172,60,4,49000.00,completed,"2025-11-30 04:30:44","2025-11-30 04:40:44",takeaway,NULL
173,139,12,78000.00,completed,"2025-07-05 04:17:44","2025-07-05 04:33:44",takeaway,NULL
174,135,14,136000.00,completed,"2025-09-24 22:33:44","2025-09-24 22:44:44",takeaway,NULL
175,10,3,110000.00,completed,"2025-06-13 06:48:44","2025-06-13 07:18:44",takeaway,NULL
176,151,15,61000.00,completed,"2025-09-22 20:53:44","2025-09-22 21:15:44",delivery,NULL
177,20,13,49000.00,completed,"2025-08-17 20:13:44","2025-08-17 20:32:44",takeaway,NULL
178,42,7,55000.00,pending,"2025-11-01 18:16:44","2025-11-01 18:30:44",takeaway,NULL
179,144,15,94000.00,completed,"2025-06-24 01:46:44","2025-06-24 02:00:44",takeaway,NULL
180,156,4,154000.00,completed,"2025-07-13 20:33:44","2025-07-13 20:59:44",delivery,NULL
181,27,3,78000.00,cancelled,"2025-11-21 07:07:44","2025-11-21 07:36:44",delivery,NULL
182,58,10,156000.00,completed,"2025-10-22 05:22:44","2025-10-22 05:48:44",takeaway,NULL
183,87,5,78000.00,completed,"2025-07-10 22:51:44","2025-07-10 23:05:44",dine-in,NULL
184,100,11,128000.00,completed,"2025-08-23 21:00:44","2025-08-23 21:27:44",takeaway,NULL
185,54,13,110000.00,completed,"2025-08-26 00:45:44","2025-08-26 01:12:44",dine-in,NULL
186,74,13,110000.00,completed,"2025-10-22 22:06:44","2025-10-22 22:12:44",delivery,NULL
187,93,9,109000.00,pending,"2025-07-29 01:47:44","2025-07-29 02:14:44",takeaway,NULL
188,86,9,127000.00,completed,"2025-07-22 07:16:44","2025-07-22 07:29:44",takeaway,NULL
189,11,6,90000.00,completed,"2025-09-14 06:52:44","2025-09-14 07:08:44",delivery,NULL
190,92,15,133000.00,cancelled,"2025-09-17 19:59:44","2025-09-17 20:14:44",takeaway,NULL
191,148,5,116000.00,completed,"2025-11-22 09:03:44","2025-11-22 09:23:44",dine-in,NULL
192,136,3,55000.00,completed,"2025-11-01 02:31:44","2025-11-01 02:42:44",takeaway,NULL
193,8,9,100000.00,pending,"2025-11-07 23:26:44","2025-11-07 23:36:44",takeaway,NULL
194,47,10,110000.00,completed,"2025-09-23 20:27:44","2025-09-23 20:44:44",takeaway,NULL
195,80,1,87000.00,completed,"2025-09-05 18:13:44","2025-09-05 18:38:44",dine-in,NULL
196,36,13,78000.00,completed,"2025-09-10 18:12:44","2025-09-10 18:34:44",takeaway,NULL
197,36,15,59000.00,completed,"2025-08-29 05:30:44","2025-08-29 05:54:44",takeaway,NULL
198,108,4,137000.00,completed,"2025-11-01 21:21:44","2025-11-01 21:29:44",takeaway,NULL
199,115,9,55000.00,completed,"2025-08-18 04:34:44","2025-08-18 04:57:44",takeaway,NULL
200,114,15,118000.00,completed,"2025-08-14 18:14:44","2025-08-14 18:43:44",dine-in,NULL
201,24,8,139000.00,completed,"2025-11-26 00:07:44","2025-11-26 00:25:44",delivery,NULL
202,130,3,125000.00,completed,"2025-11-23 18:45:44","2025-11-23 19:09:44",dine-in,NULL
203,83,3,179000.00,completed,"2025-09-23 07:40:44","2025-09-23 08:00:44",delivery,NULL
204,57,7,55000.00,completed,"2025-06-25 04:49:44","2025-06-25 05:00:44",dine-in,NULL
205,32,10,137000.00,pending,"2025-10-05 04:55:44","2025-10-05 05:12:44",delivery,NULL
206,69,10,49000.00,completed,"2025-07-08 23:20:44","2025-07-08 23:32:44",takeaway,NULL
207,97,10,69000.00,completed,"2025-09-08 18:20:44","2025-09-08 18:31:44",takeaway,NULL
208,129,8,39000.00,completed,"2025-10-03 04:02:44","2025-10-03 04:08:44",takeaway,NULL
209,40,6,110000.00,completed,"2025-07-25 00:09:44","2025-07-25 00:26:44",delivery,NULL
210,28,9,103000.00,completed,"2025-08-28 06:51:44","2025-08-28 06:57:44",dine-in,NULL
211,163,6,90000.00,completed,"2025-08-30 05:02:44","2025-08-30 05:24:44",delivery,NULL
212,153,7,94000.00,completed,"2025-10-28 01:46:44","2025-10-28 02:14:44",takeaway,NULL
213,154,15,130000.00,completed,"2025-07-20 04:24:44","2025-07-20 04:36:44",takeaway,NULL
214,74,4,136000.00,completed,"2025-11-08 23:33:44","2025-11-08 23:58:44",delivery,NULL
215,57,2,133000.00,pending,"2025-08-17 00:31:44","2025-08-17 00:57:44",dine-in,NULL
216,140,13,55000.00,completed,"2025-08-07 22:56:44","2025-08-07 23:01:44",takeaway,NULL
217,36,2,78000.00,completed,"2025-11-01 07:18:44","2025-11-01 07:31:44",delivery,NULL
218,115,1,55000.00,completed,"2025-08-03 08:39:44","2025-08-03 08:51:44",dine-in,NULL
219,30,12,98000.00,completed,"2025-11-03 06:14:44","2025-11-03 06:27:44",delivery,NULL
220,109,12,120000.00,completed,"2025-07-27 22:36:44","2025-07-27 22:51:44",takeaway,NULL
221,108,6,68000.00,completed,"2025-08-31 21:51:44","2025-08-31 22:21:44",takeaway,NULL
222,38,3,90000.00,pending,"2025-10-19 20:41:44","2025-10-19 20:47:44",takeaway,NULL
223,131,13,45000.00,completed,"2025-09-23 04:18:44","2025-09-23 04:34:44",delivery,NULL
224,32,14,64000.00,completed,"2025-09-25 19:16:44","2025-09-25 19:30:44",takeaway,NULL
225,105,4,78000.00,completed,"2025-09-06 03:31:44","2025-09-06 03:57:44",delivery,NULL
226,153,2,90000.00,completed,"2025-11-01 07:28:44","2025-11-01 07:54:44",takeaway,NULL
227,41,1,188000.00,completed,"2025-09-24 05:37:44","2025-09-24 05:46:44",takeaway,NULL
228,10,14,97000.00,completed,"2025-06-29 01:51:44","2025-06-29 02:01:44",takeaway,NULL
229,159,4,176000.00,completed,"2025-11-25 05:40:44","2025-11-25 06:08:44",delivery,NULL
230,150,7,98000.00,completed,"2025-07-22 19:37:44","2025-07-22 19:53:44",delivery,NULL
231,109,14,159000.00,pending,"2025-10-06 19:44:44","2025-10-06 20:02:44",takeaway,NULL
232,103,5,110000.00,completed,"2025-09-25 21:18:44","2025-09-25 21:35:44",takeaway,NULL
233,150,12,65000.00,completed,"2025-07-18 23:03:44","2025-07-18 23:32:44",dine-in,NULL
234,137,1,55000.00,completed,"2025-07-17 20:28:44","2025-07-17 20:55:44",takeaway,NULL
235,18,6,118000.00,pending,"2025-07-11 02:26:44","2025-07-11 02:44:44",dine-in,NULL
236,32,12,98000.00,completed,"2025-10-13 05:40:44","2025-10-13 05:59:44",dine-in,NULL
237,36,13,94000.00,completed,"2025-11-17 08:28:44","2025-11-17 08:51:44",delivery,NULL
238,140,7,78000.00,completed,"2025-11-24 19:09:44","2025-11-24 19:24:44",dine-in,NULL
239,153,13,45000.00,completed,"2025-11-18 06:54:44","2025-11-18 07:09:44",dine-in,NULL
240,44,11,136000.00,completed,"2025-06-19 21:33:44","2025-06-19 21:59:44",dine-in,NULL
241,51,5,129000.00,completed,"2025-07-18 19:59:44","2025-07-18 20:26:44",dine-in,NULL
242,39,5,59000.00,completed,"2025-10-08 02:26:44","2025-10-08 02:56:44",delivery,NULL
243,136,15,49000.00,pending,"2025-08-11 19:43:44","2025-08-11 20:01:44",delivery,NULL
244,131,9,130000.00,completed,"2025-09-07 01:45:44","2025-09-07 01:56:44",dine-in,NULL
245,97,15,55000.00,cancelled,"2025-10-20 08:45:44","2025-10-20 08:59:44",delivery,NULL
246,44,13,55000.00,completed,"2025-09-02 02:29:44","2025-09-02 02:57:44",takeaway,NULL
247,121,8,65000.00,completed,"2025-08-02 03:38:44","2025-08-02 03:51:44",takeaway,NULL
248,126,3,45000.00,completed,"2025-08-04 19:25:44","2025-08-04 19:30:44",takeaway,NULL
249,150,15,78000.00,completed,"2025-10-17 22:38:44","2025-10-17 22:51:44",delivery,NULL
250,136,1,90000.00,completed,"2025-08-26 07:04:44","2025-08-26 07:30:44",takeaway,NULL
251,82,8,147000.00,completed,"2025-09-22 02:05:44","2025-09-22 02:22:44",takeaway,NULL
252,91,9,90000.00,completed,"2025-07-29 02:18:44","2025-07-29 02:48:44",dine-in,NULL
253,57,6,89000.00,completed,"2025-07-15 00:05:44","2025-07-15 00:13:44",delivery,NULL
254,61,11,39000.00,cancelled,"2025-09-17 19:41:44","2025-09-17 19:54:44",takeaway,NULL
255,69,3,188000.00,completed,"2025-10-07 06:10:44","2025-10-07 06:36:44",takeaway,NULL
256,130,10,123000.00,completed,"2025-10-26 21:02:44","2025-10-26 21:11:44",delivery,NULL
257,139,12,188000.00,pending,"2025-07-10 03:38:44","2025-07-10 03:56:44",takeaway,NULL
258,139,7,118000.00,completed,"2025-10-05 04:38:44","2025-10-05 04:46:44",dine-in,NULL
259,41,14,78000.00,completed,"2025-11-20 00:57:44","2025-11-20 01:23:44",takeaway,NULL
260,140,14,45000.00,completed,"2025-11-19 06:39:44","2025-11-19 06:57:44",delivery,NULL
261,120,13,116000.00,completed,"2025-06-22 21:03:44","2025-06-22 21:11:44",delivery,NULL
262,30,11,69000.00,completed,"2025-07-26 18:37:44","2025-07-26 18:55:44",dine-in,NULL
263,37,7,110000.00,pending,"2025-07-05 02:54:44","2025-07-05 03:13:44",dine-in,NULL
264,47,1,68000.00,completed,"2025-10-27 04:16:44","2025-10-27 04:39:44",takeaway,NULL
265,163,15,196000.00,completed,"2025-08-08 22:37:44","2025-08-08 22:58:44",dine-in,NULL
266,110,3,127000.00,completed,"2025-09-16 18:18:44","2025-09-16 18:35:44",dine-in,NULL
267,74,5,90000.00,completed,"2025-09-04 00:54:44","2025-09-04 01:06:44",takeaway,NULL
268,51,12,98000.00,completed,"2025-11-16 07:30:44","2025-11-16 07:50:44",dine-in,NULL
269,114,5,55000.00,completed,"2025-10-02 02:46:44","2025-10-02 03:07:44",takeaway,NULL
270,136,7,49000.00,pending,"2025-06-14 23:46:44","2025-06-15 00:16:44",takeaway,NULL
271,145,9,98000.00,completed,"2025-07-29 05:11:44","2025-07-29 05:24:44",takeaway,NULL
272,80,9,168000.00,completed,"2025-09-11 19:44:44","2025-09-11 19:50:44",dine-in,NULL
273,149,10,55000.00,completed,"2025-11-16 18:52:44","2025-11-16 18:57:44",dine-in,NULL
274,51,3,122000.00,completed,"2025-10-24 06:35:44","2025-10-24 06:50:44",takeaway,NULL
275,37,2,78000.00,completed,"2025-10-23 01:07:44","2025-10-23 01:21:44",dine-in,NULL
276,69,8,99000.00,pending,"2025-10-23 05:33:44","2025-10-23 05:48:44",dine-in,NULL
277,43,9,55000.00,completed,"2025-10-05 07:51:44","2025-10-05 08:00:44",takeaway,NULL
278,80,13,175000.00,completed,"2025-09-26 21:43:44","2025-09-26 22:09:44",dine-in,NULL
