id,order_id,temperature,weather_condition,humidity,recorded_at
226,238,27.3,Sunny,70,"2025-11-24 19:09:44"
227,239,25.6,Cool,71,"2025-11-18 06:54:44"
228,240,28.9,Hot,83,"2025-06-19 21:33:44"
229,241,29.6,Rainy,83,"2025-07-18 19:59:44"
230,242,25.7,Rainy,79,"2025-10-08 02:26:44"
231,243,30.0,Rainy,80,"2025-08-11 19:43:44"
232,244,26.1,Rainy,84,"2025-09-07 01:45:44"
233,245,28.7,Rainy,78,"2025-10-20 08:45:44"
234,246,25.6,Sunny,79,"2025-09-02 02:29:44"
235,247,29.0,Rainy,86,"2025-08-02 03:38:44"
236,248,30.0,Cloudy,86,"2025-08-04 19:25:44"
237,249,29.6,Rainy,79,"2025-10-17 22:38:44"
238,250,27.1,Rainy,78,"2025-08-26 07:04:44"
239,251,30.2,Rainy,82,"2025-09-22 02:05:44"
240,252,27.5,Cloudy,82,"2025-07-29 02:18:44"
241,253,26.5,Cloudy,85,"2025-07-15 00:05:44"
242,254,26.7,Rainy,82,"2025-09-17 19:41:44"
243,255,25.8,Rainy,80,"2025-10-07 06:10:44"
244,256,26.8,Rainy,83,"2025-10-26 21:02:44"
245,257,26.3,Cloudy,85,"2025-07-10 03:38:44"
246,258,25.2,Rainy,75,"2025-10-05 04:38:44"
247,259,26.6,Cool,74,"2025-11-20 00:57:44"
248,260,29.0,Cool,70,"2025-11-19 06:39:44"
249,261,28.6,Hot,78,"2025-06-22 21:03:44"
250,262,25.2,Cloudy,85,"2025-07-26 18:37:44"
251,263,26.3,Rainy,86,"2025-07-05 02:54:44"
252,264,25.6,Sunny,78,"2025-10-27 04:16:44"
253,265,27.4,Rainy,83,"2025-08-08 22:37:44"
254,266,28.9,Sunny,79,"2025-09-16 18:18:44"
255,267,31.0,Cloudy,84,"2025-09-04 00:54:44"
256,268,26.6,Cloudy,70,"2025-11-16 07:30:44"
257,269,28.2,Sunny,82,"2025-10-02 02:46:44"
258,270,29.1,Hot,88,"2025-06-14 23:46:44"
259,271,30.6,Cloudy,84,"2025-07-29 05:11:44"
260,272,28.6,Cloudy,76,"2025-09-11 19:44:44"
261,273,28.4,Cool,80,"2025-11-16 18:52:44"
262,274,27.2,Rainy,82,"2025-10-24 06:35:44"
263,275,27.8,Rainy,78,"2025-10-23 01:07:44"
264,276,26.6,Rainy,83,"2025-10-23 05:33:44"
265,277,28.7,Sunny,77,"2025-10-05 07:51:44"
266,278,29.0,Sunny,83,"2025-09-26 21:43:44"
267,279,29.9,Cloudy,86,"2025-08-05 23:02:44"
268,280,24.5,Cool,73,"2025-11-26 00:48:44"
269,281,26.5,Sunny,78,"2025-10-22 08:51:44"
270,282,28.2,Sunny,75,"2025-11-26 18:16:44"
271,283,25.6,Hot,80,"2025-06-24 08:37:44"
272,284,26.5,Cloudy,78,"2025-08-15 08:54:44"
273,285,26.1,Cool,74,"2025-11-06 20:51:44"
274,286,28.3,Cloudy,77,"2025-10-01 07:29:44"
275,287,25.6,Rainy,81,"2025-10-25 01:35:44"
276,288,30.4,Rainy,78,"2025-07-15 00:20:44"
277,289,25.3,Cloudy,74,"2025-11-11 01:31:44"
278,290,25.0,Cloudy,86,"2025-07-22 20:35:44"
279,291,30.9,Cloudy,80,"2025-08-29 07:00:44"
280,292,29.4,Cloudy,84,"2025-07-30 22:07:44"
281,293,29.5,Sunny,85,"2025-09-20 03:15:44"
282,294,27.4,Hot,88,"2025-06-13 22:35:44"
283,295,29.5,Rainy,85,"2025-09-23 05:45:44"
284,296,27.8,Rainy,80,"2025-06-30 19:59:44"
285,297,27.0,Cloudy,82,"2025-07-12 01:54:44"
286,298,30.2,Sunny,83,"2025-09-16 22:51:44"
287,299,25.1,Rainy,79,"2025-06-25 05:05:44"
288,300,27.3,Cool,76,"2025-11-06 22:02:44"
289,301,25.7,Cloudy,79,"2025-07-15 19:38:44"
290,302,26.6,Rainy,84,"2025-08-04 06:39:44"
291,303,29.5,Sunny,76,"2025-09-28 07:03:44"
292,304,25.1,Sunny,70,"2025-11-01 01:29:44"
293,305,28.9,Rainy,81,"2025-10-04 04:04:44"
294,306,25.2,Cloudy,78,"2025-07-02 00:21:44"
295,307,26.2,Rainy,78,"2025-08-17 04:18:44"
296,308,25.2,Cloudy,78,"2025-08-10 00:20:44"
297,309,28.5,Rainy,83,"2025-07-30 05:24:44"
298,310,28.5,Hot,84,"2025-06-08 04:30:44"
299,311,29.8,Cloudy,88,"2025-07-23 18:57:44"
300,312,29.7,Sunny,81,"2025-09-16 20:12:44"
301,313,27.9,Rainy,80,"2025-09-15 20:51:44"
302,314,29.2,Rainy,84,"2025-07-06 22:52:44"
303,315,29.7,Cloudy,83,"2025-10-28 01:16:44"
304,316,29.6,Rainy,78,"2025-07-02 19:42:44"
305,317,27.7,Cloudy,88,"2025-07-10 18:22:44"
306,318,28.4,Sunny,75,"2025-10-27 20:19:44"
307,319,28.4,Sunny,81,"2025-10-09 21:37:44"
308,320,28.1,Cloudy,78,"2025-09-11 00:03:44"
309,321,26.0,Rainy,87,"2025-08-04 06:35:44"
310,322,24.6,Cool,70,"2025-11-29 23:07:44"
311,323,30.3,Rainy,80,"2025-08-19 08:46:44"
312,324,28.1,Rainy,78,"2025-10-28 04:16:44"
313,325,27.4,Rainy,84,"2025-08-13 01:08:44"
314,326,26.4,Cloudy,76,"2025-10-11 23:12:44"
315,327,30.7,Rainy,78,"2025-06-08 02:18:44"
316,328,28.4,Cloudy,78,"2025-11-20 19:53:44"
317,329,25.9,Cloudy,77,"2025-09-27 02:01:44"
318,330,28.1,Rainy,82,"2025-08-19 08:00:44"
319,331,28.1,Rainy,75,"2025-10-07 21:33:44"
320,332,27.6,Cloudy,85,"2025-06-24 07:22:44"
321,333,25.4,Hot,88,"2025-06-19 03:18:44"
322,334,27.4,Cool,71,"2025-11-11 23:15:44"
323,335,26.2,Rainy,77,"2025-09-27 05:32:44"
324,336,30.2,Rainy,81,"2025-07-17 04:45:44"
325,337,30.0,Cloudy,79,"2025-09-24 22:01:44"
326,338,28.1,Rainy,84,"2025-06-06 20:17:44"
327,339,30.3,Rainy,86,"2025-07-27 03:14:44"
328,340,25.2,Cloudy,85,"2025-07-09 02:07:44"
329,341,29.2,Rainy,83,"2025-10-31 18:43:44"
330,342,25.6,Rainy,78,"2025-09-24 06:22:44"
331,343,26.3,Cool,76,"2025-11-29 19:51:44"
332,344,26.6,Cloudy,76,"2025-09-14 07:08:44"
333,345,27.5,Cloudy,77,"2025-11-01 04:43:44"
334,346,29.3,Sunny,78,"2025-10-13 02:09:44"
335,347,25.3,Sunny,83,"2025-09-08 23:25:44"
336,348,25.2,Cloudy,84,"2025-07-15 21:19:44"
337,349,27.0,Rainy,80,"2025-07-16 23:56:44"
338,350,26.9,Rainy,78,"2025-09-10 01:01:44"
339,351,29.5,Rainy,80,"2025-07-29 01:03:44"
340,352,28.2,Rainy,83,"2025-10-18 07:35:44"
341,353,28.4,Cloudy,80,"2025-07-13 04:37:44"
342,354,28.0,Rainy,82,"2025-10-01 02:12:44"
343,355,29.4,Sunny,83,"2025-10-13 06:44:44"
344,356,30.1,Cloudy,76,"2025-09-17 00:08:44"
345,357,27.0,Cloudy,70,"2025-11-08 21:34:44"
346,358,28.7,Rainy,81,"2025-06-08 04:57:44"
347,359,25.8,Cloudy,86,"2025-08-19 06:42:44"
348,360,27.8,Cloudy,74,"2025-11-07 06:18:44"
349,361,29.0,Sunny,77,"2025-10-04 04:57:44"
350,362,27.3,Rainy,82,"2025-10-13 08:49:44"
351,363,26.5,Cloudy,75,"2025-10-17 19:23:44"
352,364,28.7,Cloudy,82,"2025-06-17 03:33:44"
353,365,27.8,Sunny,71,"2025-11-03 20:52:44"
354,366,28.7,Cloudy,72,"2025-11-01 20:57:44"
355,367,27.2,Rainy,87,"2025-08-29 18:30:44"
356,368,27.2,Hot,79,"2025-06-17 21:42:44"
357,369,27.8,Rainy,86,"2025-07-27 01:59:44"
358,370,27.0,Cloudy,84,"2025-07-16 06:04:44"
359,371,29.8,Cloudy,83,"2025-08-18 06:38:44"
360,372,28.4,Cool,77,"2025-11-08 07:55:44"
361,373,28.5,Cloudy,78,"2025-10-21 20:00:44"
362,374,27.7,Cloudy,75,"2025-09-19 18:10:44"
363,375,29.5,Cloudy,83,"2025-07-31 06:40:44"
364,376,29.8,Cloudy,88,"2025-07-12 18:59:44"
365,377,27.0,Cool,71,"2025-11-19 04:33:44"
366,378,29.1,Hot,84,"2025-06-20 21:55:44"
367,379,31.0,Cloudy,81,"2025-07-10 18:48:44"
368,380,26.7,Cool,75,"2025-11-10 04:45:44"
369,381,26.8,Cool,72,"2025-11-30 03:07:44"
370,382,26.3,Cloudy,83,"2025-10-02 18:30:44"
371,383,27.7,Cloudy,74,"2025-11-08 23:02:44"
372,384,27.2,Cool,72,"2025-11-02 20:13:44"
373,385,31.0,Rainy,82,"2025-09-29 23:53:44"
374,386,28.5,Sunny,81,"2025-10-13 20:41:44"
375,387,28.3,Cloudy,80,"2025-09-30 04:05:44"
376,388,29.2,Rainy,78,"2025-08-01 07:32:44"
377,389,30.5,Cloudy,80,"2025-09-24 21:24:44"
378,390,27.7,Sunny,77,"2025-11-14 23:09:44"
379,391,28.1,Cloudy,74,"2025-11-02 21:07:44"
380,392,30.1,Hot,78,"2025-06-14 22:54:44"
381,393,29.5,Cloudy,80,"2025-06-20 07:23:44"
382,394,29.1,Cloudy,83,"2025-07-20 07:07:44"
383,395,25.9,Sunny,82,"2025-09-03 05:09:44"
384,396,26.3,Cloudy,84,"2025-07-04 00:28:44"
385,397,25.2,Sunny,72,"2025-11-03 20:24:44"
386,398,29.4,Sunny,76,"2025-10-28 19:05:44"
387,399,29.7,Rainy,84,"2025-06-28 00:02:44"
388,400,30.2,Cloudy,77,"2025-09-20 18:53:44"
389,401,27.0,Rainy,80,"2025-07-30 04:00:44"
390,402,25.4,Cloudy,78,"2025-11-09 01:14:44"
391,403,28.3,Sunny,81,"2025-10-28 05:08:44"
392,404,27.1,Cloudy,86,"2025-07-22 06:17:44"
393,405,26.9,Cloudy,70,"2025-11-15 02:55:44"
394,406,30.0,Rainy,88,"2025-08-29 08:29:44"
395,407,27.5,Cloudy,82,"2025-10-19 19:03:44"
396,408,25.7,Cloudy,82,"2025-06-06 04:57:44"
397,409,26.0,Sunny,78,"2025-10-08 19:59:44"
398,410,29.3,Hot,79,"2025-06-29 21:05:44"
399,411,24.1,Cloudy,76,"2025-11-12 04:46:44"
400,412,28.6,Cloudy,82,"2025-08-28 08:29:44"
401,413,25.5,Cloudy,70,"2025-11-25 23:37:44"
402,414,30.9,Rainy,80,"2025-08-26 03:08:44"
403,415,27.3,Rainy,83,"2025-09-22 23:24:44"
404,416,30.7,Cloudy,85,"2025-09-04 22:28:44"
405,417,27.1,Cool,77,"2025-11-17 06:36:44"
406,418,27.2,Sunny,77,"2025-09-22 03:35:44"
407,419,26.4,Rainy,78,"2025-07-27 20:39:44"
408,420,27.6,Hot,84,"2025-06-30 20:03:44"
409,421,25.3,Sunny,82,"2025-10-06 20:04:44"
410,422,26.4,Rainy,75,"2025-09-03 20:56:44"
411,423,26.9,Cloudy,84,"2025-07-23 06:24:44"
412,424,29.4,Sunny,78,"2025-10-02 01:45:44"
413,425,26.2,Rainy,78,"2025-07-12 18:42:44"
414,426,26.1,Rainy,88,"2025-08-06 01:16:44"
415,427,25.0,Hot,81,"2025-06-06 18:46:44"
416,428,29.4,Rainy,78,"2025-07-18 08:50:44"
417,429,25.7,Rainy,78,"2025-07-23 07:17:44"
418,430,30.5,Hot,86,"2025-06-12 05:07:44"
419,431,28.2,Cloudy,86,"2025-08-22 18:08:44"
420,432,27.2,Sunny,80,"2025-10-27 18:20:44"
421,433,25.7,Cloudy,81,"2025-08-06 03:47:44"
422,434,27.7,Rainy,77,"2025-09-10 22:13:44"
423,435,29.0,Sunny,80,"2025-09-09 18:51:44"
424,436,26.8,Sunny,78,"2025-10-24 19:41:44"
425,437,25.7,Cloudy,84,"2025-08-29 08:57:44"
426,438,29.5,Sunny,77,"2025-10-03 19:19:44"
427,439,28.7,Hot,81,"2025-06-16 21:24:44"
428,440,27.2,Cool,70,"2025-11-18 02:33:44"
429,441,26.1,Cloudy,81,"2025-10-21 02:15:44"
430,442,26.9,Rainy,80,"2025-06-24 18:28:44"
431,443,24.0,Cloudy,75,"2025-11-26 21:03:44"
432,444,27.9,Rainy,79,"2025-10-18 06:52:44"
433,445,29.0,Hot,80,"2025-06-17 01:22:44"
434,446,27.7,Cloudy,81,"2025-07-21 20:10:44"
435,447,28.0,Cloudy,86,"2025-08-14 22:10:44"
436,448,30.8,Rainy,77,"2025-09-07 07:48:44"
437,449,25.5,Cloudy,84,"2025-08-22 19:54:44"
438,450,28.3,Sunny,80,"2025-10-28 07:41:44"
439,451,27.0,Rainy,79,"2025-08-29 20:01:44"
440,452,25.8,Cloudy,81,"2025-10-10 06:18:44"
441,453,25.2,Cloudy,87,"2025-06-14 19:55:44"
442,454,29.4,Sunny,82,"2025-10-30 21:26:44"
443,455,29.5,Rainy,79,"2025-07-19 21:25:44"
444,456,25.1,Cloudy,76,"2025-10-21 18:51:44"
445,457,28.5,Sunny,75,"2025-11-08 04:21:44"
446,458,25.1,Cloudy,83,"2025-07-12 00:46:44"
447,459,24.9,Cloudy,74,"2025-11-21 02:41:44"
448,460,25.2,Cloudy,78,"2025-08-24 05:34:44"
449,461,26.2,Cloudy,83,"2025-07-29 23:21:44"
450,462,28.5,Cloudy,82,"2025-10-02 19:10:44"
451,463,25.7,Rainy,85,"2025-08-06 04:20:44"
452,464,29.3,Rainy,87,"2025-08-20 20:34:44"
453,465,27.0,Hot,86,"2025-06-15 07:05:44"
454,466,25.4,Hot,83,"2025-06-14 00:11:44"
455,467,30.2,Rainy,86,"2025-06-24 19:54:44"
456,468,26.3,Rainy,77,"2025-09-16 05:34:44"
457,469,26.3,Rainy,88,"2025-08-25 22:26:44"
458,470,29.6,Rainy,78,"2025-10-01 20:51:44"
459,471,27.3,Rainy,80,"2025-08-22 05:57:44"
460,472,28.5,Sunny,70,"2025-11-04 04:56:44"
461,473,26.2,Cloudy,78,"2025-09-07 07:35:44"
