order_item_id,order_id,product_id,quantity,unit_price,subtotal,variant_selection,note
40,20,22,2,45871,91742,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
41,20,11,2,28239,56478,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
42,20,8,3,35017,105051,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
43,21,27,2,26872,53744,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
44,22,15,1,67909,67909,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
45,22,5,1,50957,50957,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
46,22,12,2,47979,95958,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
47,22,4,1,32176,32176,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
48,23,70,1,45618,45618,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
49,23,53,2,62738,125476,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
50,23,61,1,52492,52492,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
51,23,55,3,56461,169383,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
52,24,11,1,70149,70149,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
53,25,56,1,31051,31051,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
54,25,68,2,48522,97044,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
55,26,68,3,52783,158349,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
56,27,15,2,39178,78356,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
57,28,50,2,46115,92230,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
58,28,56,2,56241,112482,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
59,28,49,3,53669,161007,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
60,28,57,1,67506,67506,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
61,29,24,2,55308,110616,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
62,29,1,1,70285,70285,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
63,29,10,1,48892,48892,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
64,30,53,1,37570,37570,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
65,30,63,1,26455,26455,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
66,30,62,2,39117,78234,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
67,30,65,1,58511,58511,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
68,31,12,2,57774,115548,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
69,31,17,2,53188,106376,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
70,31,23,3,61896,185688,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
71,31,27,2,48046,96092,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
72,32,7,2,58233,116466,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
73,32,19,2,54212,108424,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
74,32,10,3,74814,224442,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
75,32,14,1,64392,64392,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
76,33,25,1,32821,32821,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
77,33,15,1,57804,57804,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
78,34,11,1,45590,45590,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
79,34,18,1,25081,25081,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
80,34,28,3,52866,158598,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
81,35,55,1,57499,57499,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
82,36,11,2,44401,88802,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
83,36,28,2,53051,106102,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
84,37,56,2,48940,97880,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
85,37,49,3,72956,218868,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
86,37,51,2,45630,91260,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
87,37,59,1,61907,61907,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
88,38,52,2,33528,67056,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
89,38,67,3,63329,189987,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
90,39,1,1,66907,66907,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
91,39,6,3,31152,93456,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
92,39,24,3,71499,214497,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
93,39,3,3,38273,114819,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
94,40,3,2,66010,132020,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
95,41,61,2,57520,115040,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
96,42,21,3,29226,87678,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
97,42,3,2,57967,115934,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
98,42,19,2,37490,74980,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
99,43,18,3,52542,157626,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
100,44,17,3,59115,177345,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
101,44,27,2,34609,69218,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
102,44,26,1,26538,26538,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
103,45,63,1,62464,62464,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
104,45,55,3,41916,125748,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
105,45,64,1,37868,37868,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
106,45,53,1,71476,71476,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
107,46,3,1,28423,28423,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
108,46,8,3,66767,200301,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
109,47,63,3,42327,126981,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
110,47,68,2,26501,53002,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
111,47,49,3,40133,120399,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
112,48,23,3,66796,200388,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
113,48,22,1,51316,51316,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
114,49,68,3,27428,82284,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
115,49,66,1,50221,50221,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
116,50,66,1,73733,73733,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
117,51,63,2,42941,85882,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
118,51,50,3,57161,171483,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
119,52,11,3,46220,138660,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
120,52,24,1,62541,62541,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
121,52,4,2,65165,130330,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
122,52,28,3,70675,212025,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
123,53,55,3,31357,94071,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
124,53,63,2,43914,87828,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
125,53,60,1,73892,73892,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
126,54,25,3,67241,201723,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
127,55,54,3,66971,200913,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
128,55,67,2,61666,123332,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
129,56,11,1,43526,43526,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
130,56,20,1,35311,35311,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
131,56,4,1,72096,72096,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
132,57,25,1,55159,55159,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
133,58,27,2,63081,126162,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
134,58,6,1,60245,60245,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
135,58,11,2,31292,62584,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
136,58,3,2,61327,122654,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
137,59,50,2,35643,71286,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
138,59,63,3,38042,114126,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
139,60,63,3,48404,145212,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
140,60,64,1,42399,42399,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
141,61,55,1,68563,68563,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
142,62,23,1,68751,68751,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
143,63,5,2,52951,105902,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
144,63,3,3,28140,84420,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
145,63,25,3,62278,186834,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
146,64,3,1,25638,25638,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
147,64,21,3,67156,201468,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
148,64,1,1,46063,46063,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
149,65,67,1,59250,59250,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
150,66,19,1,57705,57705,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
151,66,16,2,72525,145050,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
152,67,10,2,59796,119592,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
153,67,26,3,51019,153057,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
154,68,27,1,50648,50648,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
155,68,6,3,34846,104538,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
156,69,8,3,72500,217500,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
157,70,67,2,68425,136850,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
158,70,52,3,59527,178581,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
159,70,48,3,39705,119115,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
160,71,12,3,67039,201117,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
161,71,20,3,43289,129867,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
162,71,19,1,34276,34276,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
163,71,24,1,37712,37712,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
164,72,12,2,47385,94770,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
165,73,24,1,68125,68125,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
166,74,7,1,56555,56555,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
167,74,9,3,25486,76458,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
168,74,4,3,35258,105774,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
169,75,49,3,37805,113415,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
170,75,58,2,28650,57300,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
171,76,48,2,54516,109032,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
172,76,51,2,34198,68396,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
173,76,67,2,38896,77792,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
174,76,65,3,43581,130743,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
175,77,67,1,27438,27438,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
176,77,51,3,44226,132678,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
177,77,56,1,47208,47208,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
178,77,53,3,48485,145455,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
179,78,55,3,58263,174789,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
180,78,57,2,63193,126386,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
181,78,54,1,47546,47546,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
182,78,61,3,42158,126474,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
183,79,9,1,29983,29983,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
184,79,6,1,69170,69170,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
185,80,63,2,48167,96334,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
186,80,62,2,26170,52340,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
187,80,48,3,34073,102219,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
188,80,60,2,26206,52412,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
189,81,61,1,42146,42146,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
190,81,57,2,30422,60844,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
191,81,48,2,55469,110938,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
192,82,19,1,40929,40929,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
193,82,57,1,43363,43363,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
194,82,79,3,49547,148641,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
195,83,77,1,59310,59310,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
196,83,81,1,53062,53062,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
197,83,74,1,72209,72209,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
198,83,24,3,37716,113148,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
199,84,6,2,69270,138540,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
200,84,12,3,43459,130377,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
201,85,72,1,70613,70613,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
202,86,11,1,55425,55425,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
203,86,68,1,32485,32485,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
204,87,74,2,64746,129492,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
205,87,27,2,46439,92878,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
206,87,54,1,46351,46351,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
207,87,13,1,44475,44475,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
208,88,74,1,49462,49462,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
209,88,11,1,62640,62640,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
210,88,19,2,56953,113906,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
211,88,52,1,29605,29605,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
212,89,35,3,57303,171909,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
213,90,52,3,47318,141954,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
214,91,32,1,44368,44368,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
215,91,18,2,29942,59884,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
216,92,31,2,33628,67256,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
217,93,12,3,59133,177399,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
218,94,16,1,48842,48842,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
219,94,22,1,69637,69637,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
220,95,2,2,37407,74814,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
221,95,12,2,48556,97112,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
222,95,7,1,32262,32262,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
223,96,18,3,28019,84057,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
224,97,25,1,41699,41699,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
225,97,4,1,45330,45330,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
226,97,22,3,30551,91653,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
227,98,49,3,62852,188556,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
228,99,55,3,63650,190950,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
229,99,48,1,41281,41281,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
230,99,47,3,26554,79662,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
231,99,65,1,73692,73692,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
232,100,61,3,27476,82428,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
233,101,2,2,34247,68494,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
234,102,67,1,44612,44612,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
235,102,50,3,56167,168501,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
236,102,47,1,55887,55887,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
237,103,57,2,50374,100748,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
238,103,54,3,57426,172278,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
239,103,62,2,39397,78794,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
240,103,56,3,46909,140727,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
241,104,50,3,53467,160401,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
242,104,48,1,48049,48049,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
243,105,59,2,72438,144876,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
244,105,60,1,54252,54252,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
245,105,65,2,55510,111020,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
246,106,15,1,42532,42532,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
247,106,28,3,62928,188784,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
248,106,10,1,69150,69150,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
249,106,8,1,43854,43854,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
250,107,33,3,34721,104163,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
251,107,37,1,26768,26768,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
252,108,38,1,32835,32835,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
253,108,32,1,28554,28554,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
254,108,43,3,60402,181206,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
255,108,36,2,55189,110378,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
256,109,36,3,40053,120159,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
257,109,30,1,56928,56928,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
258,109,43,3,64897,194691,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
259,110,74,2,37595,75190,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
260,111,29,1,54297,54297,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
261,111,41,2,57279,114558,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
262,111,34,1,60215,60215,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
263,111,33,3,36584,109752,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
264,112,39,1,48799,48799,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
265,112,36,3,52424,157272,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
266,113,30,2,71901,143802,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
267,113,34,2,59626,119252,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
268,113,44,2,31200,62400,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
269,113,36,1,61497,61497,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
270,114,81,1,56169,56169,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
271,115,33,3,67209,201627,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
272,115,32,2,34637,69274,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
273,115,44,3,39618,118854,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
274,115,29,3,43661,130983,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
275,116,38,3,61462,184386,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
276,116,31,1,55042,55042,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
277,116,44,3,48300,144900,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
278,117,79,1,52031,52031,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
279,117,73,2,59921,119842,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
280,117,72,1,68074,68074,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
281,118,38,2,55759,111518,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
282,118,47,2,62616,125232,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
283,119,71,2,57315,114630,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
284,119,51,3,39930,119790,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
285,119,44,2,55075,110150,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
286,120,40,3,25991,77973,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
287,121,60,2,59716,119432,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
288,121,6,2,50440,100880,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
289,121,74,1,72838,72838,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
290,121,39,1,57167,57167,"[{""name"":""Vừa"",""variant_id"":59,""price_adjustment"":0}]",
